locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Białystok Antoniuk,ul. Władysława Broniewskiego,2,24,339000,14125,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-bialystok-antoniuk-ul-wladyslawa-broniewskiego-2-pokojowe-t4v8j7,https://s2.adresowa.pl/oi/22/79/3dba10_bd32_cover@2x-2-pokojowe-mieszkanie-bialystok-antoniuk-ul-wladyslawa-broniewskiego.webp
Białystok,ul. gen. Józefa Bema,4,66,489000,7409,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-bialystok-ul-gen-jozefa-bema-4-pokojowe-h1r9n9,https://s2.adresowa.pl/oi/11/18/3ce1ce_51b5_cover@2x-4-pokojowe-mieszkanie-bialystok-ul-gen-jozefa-bema.webp
Białystok Leśna Dolina,al. Jana Pawła II,3,57,659000,11561,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-bialystok-lesna-dolina-al-jana-pawla-ii-3-pokojowe-t9v5n0,https://s2.adresowa.pl/oi/14/5b/3ce188_bc2a_cover@2x-3-pokojowe-mieszkanie-bialystok-lesna-dolina-al-jana-pawla-ii.webp
Białystok,ul. Jurowiecka,2,24,384900,16038,bez pośredników,,4,https://adresowo.pl/o/mieszkanie-bialystok-ul-jurowiecka-2-pokojowe-f7k3p1,https://s2.adresowa.pl/oi/1e/47/3db9f0_c5e9_cover@2x-2-pokojowe-mieszkanie-bialystok-ul-jurowiecka.webp
Białystok,Zawady,3,51,735000,14412,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-bialystok-zawady-3-pokojowe-51-m2-k4r6d2,https://s2.adresowa.pl/oi/6c/1a/3db9b4_dd14_cover@2x-3-pokojowe-mieszkanie-bialystok-zawady.webp
Białystok Centrum,pl. Rynek Kościuszki,2,35,559000,15971,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-bialystok-centrum-pl-rynek-kosciuszki-2-pokojowe-v9l2r4,https://s2.adresowa.pl/oi/18/24/3db72e_2d6d_cover@2x-2-pokojowe-mieszkanie-bialystok-centrum-pl-rynek-kosciuszki.webp
Białystok Piaski,ul. Bułgarska,3,48,440000,9167,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-bialystok-piaski-ul-bulgarska-3-pokojowe-n0n4p7,https://s2.adresowa.pl/oi/29/1a/3cd262_f56f_cover@2x-3-pokojowe-mieszkanie-bialystok-piaski-ul-bulgarska.webp
Białystok Piaski,ul. Jerzego Waszyngtona,4,60,499000,8317,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-bialystok-piaski-ul-jerzego-waszyngtona-4-pokojowe-p1k4l5,https://s2.adresowa.pl/oi/24/2a/3cb68e_4424_cover@2x-4-pokojowe-mieszkanie-bialystok-piaski-ul-jerzego-waszyngtona.webp
Białystok Wygoda,ul. 42 Pułku Piechoty,2,41,538000,13122,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-bialystok-wygoda-ul-42-pulku-piechoty-2-pokojowe-u2o3j3,https://s2.adresowa.pl/oi/36/2c/3db698_f69f_cover@2x-2-pokojowe-mieszkanie-bialystok-wygoda-ul-42-pulku-piechoty.webp
Białystok Piasta,ul. Piastowska,3,48,479000,9979,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-bialystok-piasta-ul-piastowska-3-pokojowe-s9s5k2,https://s2.adresowa.pl/oi/7a/28/3db49c_bcf2_cover@2x-3-pokojowe-mieszkanie-bialystok-piasta-ul-piastowska.webp
Białystok Centrum,ul. Jana Klemensa Branickiego,2,32,279000,8719,bez pośredników,,5,https://adresowo.pl/o/mieszkanie-bialystok-centrum-ul-jana-klemensa-branickiego-2-pokojowe-p1m5t0,https://s2.adresowa.pl/oi/6c/4e/3db1b2_8c0a_cover@2x-2-pokojowe-mieszkanie-bialystok-centrum-ul-jana-klemensa-branickiego.webp
Białystok Sienkiewicza,ul. Ciepła 19,3,45,339000,7533,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-bialystok-sienkiewicza-ul-ciepla-3-pokojowe-t5k8t8,https://s2.adresowa.pl/oi/63/37/3cb0a2_b0c9_cover@2x-3-pokojowe-mieszkanie-bialystok-sienkiewicza-ul-ciepla.webp
Białystok,ul. gen. Józefa Bema,4,48,519900,10831,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-bialystok-ul-gen-jozefa-bema-4-pokojowe-t4d9m5,https://s2.adresowa.pl/oi/3f/26/3ca95c_2a86_cover@2x-4-pokojowe-mieszkanie-bialystok-ul-gen-jozefa-bema.webp
Białystok Dojlidy,ul. Żubrów,3,45,549000,12200,bez pośredników,,2,https://adresowo.pl/o/mieszkanie-bialystok-dojlidy-ul-zubrow-3-pokojowe-h1m2v2,https://s2.adresowa.pl/oi/55/73/3daf1c_ff6a_cover@2x-3-pokojowe-mieszkanie-bialystok-dojlidy-ul-zubrow.webp
Białystok Centrum,ul. Adama Mickiewicza,3,61,769000,12607,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-bialystok-centrum-ul-adama-mickiewicza-3-pokojowe-q5v3n3,https://s2.adresowa.pl/oi/41/35/3dae7a_e217_cover@2x-3-pokojowe-mieszkanie-bialystok-centrum-ul-adama-mickiewicza.webp
Białystok,Nowe Miasto,2,45,565000,12556,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-bialystok-nowe-miasto-2-pokojowe-45-m2-z4p5o0,https://s2.adresowa.pl/oi/3d/43/3dae2c_2862_cover@2x-2-pokojowe-mieszkanie-bialystok-nowe-miasto.webp
Białystok Antoniuk,ul. Juliana Tuwima 1,2,35,269000,7686,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-bialystok-antoniuk-ul-juliana-tuwima-2-pokojowe-u7q8x9,https://s2.adresowa.pl/oi/26/16/3ca586_367f_cover@2x-2-pokojowe-mieszkanie-bialystok-antoniuk-ul-juliana-tuwima.webp
Białystok Starosielce,ul. Klepacka,3,67,599000,8940,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-bialystok-starosielce-ul-klepacka-3-pokojowe-o0w7w4,https://s2.adresowa.pl/oi/19/49/3ca57c_4c82_cover@2x-3-pokojowe-mieszkanie-bialystok-starosielce-ul-klepacka.webp
Białystok Nowe Miasto,ul. Zachodnia,4,75,677000,9027,bez pośredników,,4,https://adresowo.pl/o/mieszkanie-bialystok-nowe-miasto-ul-zachodnia-4-pokojowe-n1h6f2,https://s2.adresowa.pl/oi/2e/4f/3da6c2_3f1f_cover@2x-4-pokojowe-mieszkanie-bialystok-nowe-miasto-ul-zachodnia.webp
Białystok Piasta,ul. Sybiraków,2,48,548000,11417,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-bialystok-piasta-ul-sybirakow-2-pokojowe-c5t3l7,https://s2.adresowa.pl/oi/6d/42/3da548_7f91_cover@2x-2-pokojowe-mieszkanie-bialystok-piasta-ul-sybirakow.webp
Białystok,Wysoki Stoczek,3,53,530000,10000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-bialystok-wysoki-stoczek-3-pokojowe-53-m2-a4z5c4,https://s2.adresowa.pl/oi/6f/6a/3da4b8_d8a2_cover@2x-3-pokojowe-mieszkanie-bialystok-wysoki-stoczek.webp
Białystok Starosielce,ul. Klepacka,3,52,443000,8519,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-bialystok-starosielce-ul-klepacka-3-pokojowe-e4q9h9,https://s2.adresowa.pl/oi/32/6f/3ca580_e047_cover@2x-3-pokojowe-mieszkanie-bialystok-starosielce-ul-klepacka.webp
Białystok Starosielce,ul. Klepacka,3,48,409000,8521,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-bialystok-starosielce-ul-klepacka-3-pokojowe-d9d0v8,https://s2.adresowa.pl/oi/32/5a/3ca578_c9f4_cover@2x-3-pokojowe-mieszkanie-bialystok-starosielce-ul-klepacka.webp
Białystok Centrum,ul. Nowy Świat,1,34,448000,13176,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-bialystok-centrum-ul-nowy-swiat-1-pokoj-l3o6m6,https://s2.adresowa.pl/oi/3c/7e/3da406_e484_cover@2x-1-pokojowe-mieszkanie-bialystok-centrum-ul-nowy-swiat.webp
Białystok Dojlidy,ul. Borsucza,2,47,469000,9979,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-bialystok-dojlidy-ul-borsucza-2-pokojowe-j2i5h2,https://s2.adresowa.pl/oi/6d/6d/3da35e_cf1c_cover@2x-2-pokojowe-mieszkanie-bialystok-dojlidy-ul-borsucza.webp
Białystok Skorupy,ul. Dojnowska,2,47,570000,12128,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-bialystok-skorupy-ul-dojnowska-2-pokojowe-a4z0a2,https://s2.adresowa.pl/oi/77/5d/3d9e00_9e0f_cover@2x-2-pokojowe-mieszkanie-bialystok-skorupy-ul-dojnowska.webp
Białystok Starosielce,ul. Klepacka,3,56,484000,8643,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-bialystok-starosielce-ul-klepacka-3-pokojowe-u4v9g3,https://s2.adresowa.pl/oi/21/40/3ca574_28e7_cover@2x-3-pokojowe-mieszkanie-bialystok-starosielce-ul-klepacka.webp
Białystok Piaski,ul. Wesoła,2,38,320000,8421,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-bialystok-piaski-ul-wesola-2-pokojowe-v2v8g4,https://s2.adresowa.pl/oi/74/5d/3c9266_51a9_cover@2x-2-pokojowe-mieszkanie-bialystok-piaski-ul-wesola.webp
Białystok Leśna Dolina,ul. Szarych Szeregów,2,55,450000,8182,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-bialystok-lesna-dolina-ul-szarych-szeregow-2-pokojowe-s9n3m7,https://s2.adresowa.pl/oi/15/75/3da1c4_8bdb_cover@2x-2-pokojowe-mieszkanie-bialystok-lesna-dolina-ul-szarych-szeregow.webp
Białystok Centrum,al. Józefa Piłsudskiego,2,40,429900,10748,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-bialystok-centrum-al-jozefa-pilsudskiego-2-pokojowe-k7k6k5,https://s2.adresowa.pl/oi/38/28/3d3706_76b4_cover@2x-2-pokojowe-mieszkanie-bialystok-centrum-al-jozefa-pilsudskiego.webp
Białystok Centrum,ul. gen. Józefa Bema,2,36,420000,11667,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-bialystok-centrum-ul-gen-jozefa-bema-2-pokojowe-m3v6m5,https://s2.adresowa.pl/oi/52/41/3da05a_d814_cover@2x-2-pokojowe-mieszkanie-bialystok-centrum-ul-gen-jozefa-bema.webp
Białystok Piasta,ul. Warszawska 109,3,55,900000,16364,Pośrednik,,22,https://adresowo.pl/o/mieszkanie-bialystok-piasta-ul-warszawska-3-pokojowe-y1u2q9,https://s2.adresowa.pl/oi/4a/62/3c7d42_529e_cover@2x-3-pokojowe-mieszkanie-bialystok-piasta-ul-warszawska.webp
Białystok Bojary,ul. Józefa Ignacego Kraszewskiego,2,28,465000,16607,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-bialystok-bojary-ul-jozefa-ignacego-kraszewskiego-2-pokojowe-u2b5n1,https://s2.adresowa.pl/oi/38/1b/3c555c_c0bf_cover@2x-2-pokojowe-mieszkanie-bialystok-bojary-ul-jozefa-ignacego-kraszewskiego.webp
