locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Kraków Bieżanów,ul. Henryka i Karola Czeczów,3,57,zapytaj,,bez pośredników,,+7 podobnych ofert,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-3-pokojowe-k9t9l3,https://s2.adresowa.pl/development/449945/nowe-mieszkania-sloneczne-miasteczko-c8e4_cover.jpg
Kraków Dębniki,ul. Komandosów,2,44,778000,17682,Pośrednik,,28,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-komandosow-2-pokojowe-k3w1p2,https://s2.adresowa.pl/oi/2f/7b/403708_9e29_cover@2x-2-pokojowe-mieszkanie-krakow-debniki-ul-komandosow.webp
Kraków Prądnik Biały,ul. ks. Józefa Meiera,2,46,650000,14130,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-ks-jozefa-meiera-2-pokojowe-w5c1u2,https://s2.adresowa.pl/oi/1c/6b/40334c_6f10_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-ks-jozefa-meiera.webp
Kraków,ul. Białoruska,1,30,597000,19900,bez pośredników,,4,https://adresowo.pl/o/mieszkanie-krakow-ul-bialoruska-1-pokoj-h3j1i0,https://s2.adresowa.pl/oi/17/52/40375c_e000_cover@2x-1-pokojowe-mieszkanie-krakow-ul-bialoruska.webp
Kraków Krowodrza,ul. Krowoderskich Zuchów,1,27,559000,20704,bez pośredników,,5,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-krowoderskich-zuchow-1-pokoj-x0d5c4,https://s2.adresowa.pl/oi/56/23/403626_c922_cover@2x-1-pokojowe-mieszkanie-krakow-krowodrza-ul-krowoderskich-zuchow.webp
Kraków Czyżyny,ul. Romana Ciesielskiego,3,57,zapytaj,,bez pośredników,,+27 podobnych ofert,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-3-pokojowe-p7e8r3,https://s2.adresowa.pl/development/671242/nowe-mieszkania-centralna-vita-def1_cover.jpg
Kraków Podgórze,ul. Wolności 2,2,47,630000,13404,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-wolnosci-2-pokojowe-u5i6p4,https://s2.adresowa.pl/oi/66/39/40330e_7de9_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-ul-wolnosci.webp
Kraków Grzegórzki,ul. Jana Karola Chodkiewicza,1,38,799000,21026,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-jana-karola-chodkiewicza-1-pokoj-n9q8y0,https://s2.adresowa.pl/oi/24/26/40318e_38e8_cover@2x-1-pokojowe-mieszkanie-krakow-grzegorzki-ul-jana-karola-chodkiewicza.webp
Kraków Nowa Huta,os. Zgody,2,48,573580,11950,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-zgody-2-pokojowe-t0k5a4,https://s2.adresowa.pl/oi/52/49/403672_5477_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-zgody.webp
Kraków Salwator,ul. Józefa Ignacego Kraszewskiego 4,3,68,1237000,18191,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-salwator-ul-jozefa-ignacego-kraszewskiego-3-pokojowe-g5y8r4,https://s2.adresowa.pl/oi/68/46/4032f6_a750_cover@2x-3-pokojowe-mieszkanie-krakow-salwator-ul-jozefa-ignacego-kraszewskiego.webp
Kraków Krowodrza,ul. Żabiniec,3,60,zapytaj,,bez pośredników,,+9 podobnych ofert,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-3-pokojowe-e8v4i6,https://s2.adresowa.pl/development/671656/nowe-mieszkania-zabiniec-vita-c08d_cover.jpg
Kraków Zwierzyniec,ul. Senatorska,2,52,990000,19038,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-krakow-zwierzyniec-ul-senatorska-2-pokojowe-l2v3t8,https://s2.adresowa.pl/oi/53/34/4030ce_69bd_cover@2x-2-pokojowe-mieszkanie-krakow-zwierzyniec-ul-senatorska.webp
Kraków Grzegórzki,ul. Cystersów,3,76,1699000,22355,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-cystersow-3-pokojowe-i7e4x6,https://s2.adresowa.pl/oi/3f/68/4030a6_32b0_cover@2x-3-pokojowe-mieszkanie-krakow-grzegorzki-ul-cystersow.webp
Kraków Prądnik Biały,ul. Siewna,3,75,1050000,14000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-siewna-3-pokojowe-u2w3e5,https://s2.adresowa.pl/oi/24/2d/40335e_ccdb_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-siewna.webp
Kraków Dębniki,ul. Obozowa,3,54,903000,16722,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-obozowa-3-pokojowe-z5m4f0,https://s2.adresowa.pl/oi/6a/7e/4030f8_d172_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-obozowa.webp
Kraków Czyżyny,ul. Romana Ciesielskiego,1,33,zapytaj,,bez pośredników,,+53 podobne oferty,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-1-pokoj-e3j1m1,https://s2.adresowa.pl/development/671242/nowe-mieszkania-centralna-vita-def1_cover.jpg
Kraków Dębniki,ul. Kobierzyńska 60,3,63,920000,14603,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-kobierzynska-3-pokojowe-o5t7i6,https://s2.adresowa.pl/oi/2b/6f/402b14_574b_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-kobierzynska.webp
Kraków Łagiewniki,ul. Aleksandra Fredry 6,3,50,849000,16980,Pośrednik,,20,https://adresowo.pl/o/mieszkanie-krakow-lagiewniki-ul-aleksandra-fredry-3-pokojowe-v1h3p5,https://s2.adresowa.pl/oi/60/36/402afc_e054_cover@2x-3-pokojowe-mieszkanie-krakow-lagiewniki-ul-aleksandra-fredry.webp
Kraków Mistrzejowice,os. Piastów,3,50,950000,19000,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-piastow-3-pokojowe-t4e7n5,https://s2.adresowa.pl/oi/3a/6d/402d90_ec06_cover@2x-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-piastow.webp
Kraków Krowodrza,ul. Żabiniec,1,36,zapytaj,,bez pośredników,,+23 podobne oferty,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-1-pokoj-a2z5z9,https://s2.adresowa.pl/development/671656/nowe-mieszkania-zabiniec-vita-c08d_cover.jpg
Kraków Stare Miasto,ul. Szlak 4,1,24,390000,16250,Pośrednik,,14,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-szlak-1-pokoj-p4t8g5,https://s2.adresowa.pl/oi/73/29/402ac0_36fa_cover@2x-1-pokojowe-mieszkanie-krakow-stare-miasto-ul-szlak.webp
Kraków Salwator,ul. Filarecka,3,64,1060000,16562,Pośrednik,,27,https://adresowo.pl/o/mieszkanie-krakow-salwator-ul-filarecka-3-pokojowe-e2g7s2,https://s2.adresowa.pl/oi/26/11/402ac4_eff8_cover@2x-3-pokojowe-mieszkanie-krakow-salwator-ul-filarecka.webp
Kraków Prądnik Czerwony,ul. Pawła Włodkowica,1,36,555000,15417,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-pawla-wlodkowica-1-pokoj-t2k5z8,https://s2.adresowa.pl/oi/71/68/3fd336_b278_cover@2x-1-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-pawla-wlodkowica.webp
Kraków Nowa Huta,os. Hutnicze,2,42,650000,15476,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-hutnicze-2-pokojowe-b8l4e1,https://s2.adresowa.pl/oi/25/3f/402cdc_62b0_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-hutnicze.webp
Kraków Nowa Huta,os. Wysokie,1,24,500000,20833,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-wysokie-1-pokoj-i0e2p0,https://s2.adresowa.pl/oi/2e/5b/402c24_de20_cover@2x-1-pokojowe-mieszkanie-krakow-nowa-huta-os-wysokie.webp
Kraków Bieżanów,ul. Henryka i Karola Czeczów,4,74,zapytaj,,bez pośredników,,+13 podobnych ofert,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-4-pokojowe-t4h0g0,https://s2.adresowa.pl/development/449945/nowe-mieszkania-sloneczne-miasteczko-c8e4_cover.jpg
Kraków Podgórze Duchackie,ul. Podedworze,2,45,610000,13556,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-podedworze-2-pokojowe-x8v9n7,https://s2.adresowa.pl/oi/25/16/402906_9a67_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-podedworze.webp
Kraków Grzegórzki,al. Pokoju,3,47,700000,14894,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-al-pokoju-3-pokojowe-i0l8k4,https://s2.adresowa.pl/oi/2a/22/4028e8_f0b2_cover@2x-3-pokojowe-mieszkanie-krakow-grzegorzki-al-pokoju.webp
Kraków,Śródmieście,2,46,695000,15109,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-2-pokojowe-46-m2-x8c0k0,https://s2.adresowa.pl/oi/68/53/402bf8_2e20_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie.webp
Kraków Nowa Huta,os. Zielone,2,48,729000,15188,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-zielone-2-pokojowe-v4z8d3,https://s2.adresowa.pl/oi/5a/72/402ab2_8078_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-zielone.webp
Kraków Czyżyny,ul. Romana Ciesielskiego,4,77,zapytaj,,bez pośredników,,+27 podobnych ofert,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-romana-ciesielskiego-4-pokojowe-x1t7i2,https://s2.adresowa.pl/development/671242/nowe-mieszkania-centralna-vita-def1_cover.jpg
Kraków Podgórze Duchackie,ul. Marii i Bolesława Wysłouchów,3,65,650000,10000,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-marii-i-boleslawa-wyslouchow-3-pokojowe-z1p1h9,https://s2.adresowa.pl/oi/20/59/4028e0_3c69_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-marii-i-boleslawa-wyslouchow.webp
Kraków Podgórze Duchackie,ul. Beskidzka,2,42,665000,15833,Pośrednik,,14,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-beskidzka-2-pokojowe-c6z8m8,https://s2.adresowa.pl/oi/6e/6f/4028bc_7f02_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-beskidzka.webp
Kraków,Bieżanów,3,52,840000,16154,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-biezanow-3-pokojowe-52-m2-t4s8a7,https://s2.adresowa.pl/oi/2e/7e/402a9e_6044_cover@2x-3-pokojowe-mieszkanie-krakow-biezanow.webp
Kraków Łagiewniki,ul. Sucha,4,115,1890000,16435,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-lagiewniki-ul-sucha-4-pokojowe-c6m7d7,https://s2.adresowa.pl/oi/77/5b/402954_a20c_cover@2x-4-pokojowe-mieszkanie-krakow-lagiewniki-ul-sucha.webp
Kraków Krowodrza,ul. Żabiniec,4,80,zapytaj,,bez pośredników,,+5 podobnych ofert,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-zabiniec-4-pokojowe-n0x0r3,https://s2.adresowa.pl/development/671656/nowe-mieszkania-zabiniec-vita-c08d_cover.jpg
Kraków Grzegórzki,ul. Fabryczna,2,56,740000,13214,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-fabryczna-2-pokojowe-p7u3c4,https://s2.adresowa.pl/oi/58/32/40289e_e092_cover@2x-2-pokojowe-mieszkanie-krakow-grzegorzki-ul-fabryczna.webp
Kraków Krowodrza,ul. Kołowa,3,66,1300000,19697,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-kolowa-3-pokojowe-v5w4s1,https://s2.adresowa.pl/oi/73/75/402722_b4f8_cover@2x-3-pokojowe-mieszkanie-krakow-krowodrza-ul-kolowa.webp
Kraków Grzegórzki,ul. Dąbska,2,37,929000,25108,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-dabska-2-pokojowe-k7l2d5,https://s2.adresowa.pl/oi/78/1a/402844_7352_cover@2x-2-pokojowe-mieszkanie-krakow-grzegorzki-ul-dabska.webp
Kraków,Bieżanów,2,50,570000,11400,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-biezanow-2-pokojowe-50-m2-i4k4s6,https://s2.adresowa.pl/oi/46/35/4027e2_449a_cover@2x-2-pokojowe-mieszkanie-krakow-biezanow.webp
Kraków Mydlniki,ul. Wincentego Weryhy-Darowskiego,2,42,591000,14071,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-mydlniki-ul-wincentego-weryhy-darowskiego-2-pokojowe-u9i2k0,https://s2.adresowa.pl/oi/71/41/4027d0_4458_cover@2x-2-pokojowe-mieszkanie-krakow-mydlniki-ul-wincentego-weryhy-darowskiego.webp
Kraków Płaszów,ul. Stróża Rybna,2,49,747000,15245,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-stroza-rybna-2-pokojowe-b1a3d7,https://s2.adresowa.pl/oi/41/50/402674_f8ab_cover@2x-2-pokojowe-mieszkanie-krakow-plaszow-ul-stroza-rybna.webp
Kraków Prądnik Biały,os. Wolfganga Amadeusa Mozarta,2,51,810000,15882,Pośrednik,,32,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-os-wolfganga-amadeusa-mozarta-2-pokojowe-s5b6n8,https://s2.adresowa.pl/oi/38/33/40266e_6032_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-bialy-os-wolfganga-amadeusa-mozarta.webp
Kraków Kurdwanów,ul. Marii i Bolesława Wysłouchów,2,45,720000,16000,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow-2-pokojowe-x2k8r7,https://s2.adresowa.pl/oi/63/49/40278e_660a_cover@2x-2-pokojowe-mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow.webp
Kraków Dębniki,ul. Turonia,3,64,1200000,18750,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-turonia-3-pokojowe-c4q8a8,https://s2.adresowa.pl/oi/34/36/402778_a4dd_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-turonia.webp
Kraków Grzegórzki,ul. Kotlarska,2,57,990000,17368,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-kotlarska-2-pokojowe-j7d4t1,https://s2.adresowa.pl/oi/44/7d/4021b2_f1ca_cover@2x-2-pokojowe-mieszkanie-krakow-grzegorzki-ul-kotlarska.webp
Kraków Stare Miasto,ul. Podzamcze,2,45,1099000,24422,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-podzamcze-2-pokojowe-a7t4p6,https://s2.adresowa.pl/oi/27/42/40225e_d7cc_cover@2x-2-pokojowe-mieszkanie-krakow-stare-miasto-ul-podzamcze.webp
Kraków Dębniki,ul. Twardowskiego,4,89,1334000,14989,Pośrednik,,29,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-twardowskiego-4-pokojowe-k7z4u5,https://s2.adresowa.pl/oi/16/16/40201e_3c4e_cover@2x-4-pokojowe-mieszkanie-krakow-debniki-ul-twardowskiego.webp
Kraków Dębniki,ul. Kapelanka,3,68,1250000,18382,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-kapelanka-3-pokojowe-z1e3n8,https://s2.adresowa.pl/oi/23/15/4025e6_9f21_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-kapelanka.webp
Kraków Kurdwanów,ul. Kordiana 56,3,62,729000,11758,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-kordiana-3-pokojowe-z5y3a7,https://s2.adresowa.pl/oi/43/1d/4025b4_d4a9_cover@2x-3-pokojowe-mieszkanie-krakow-kurdwanow-ul-kordiana.webp
Kraków Mistrzejowice,os. Piastów,3,47,685000,14574,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-piastow-3-pokojowe-o0a8t5,https://s2.adresowa.pl/oi/34/69/4025c2_e23b_cover@2x-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-piastow.webp
Kraków Dębniki,ul. Chmieleniec 12,3,66,955000,14470,Pośrednik,,34,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-chmieleniec-3-pokojowe-n3f0c5,https://s2.adresowa.pl/oi/1e/5a/401fee_c11c_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-chmieleniec.webp
Kraków Ruczaj,ul. Kobierzyńska,3,49,690842,14099,Pośrednik,,14,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-kobierzynska-3-pokojowe-s8z6d1,https://s2.adresowa.pl/oi/51/16/401f94_6123_cover@2x-3-pokojowe-mieszkanie-krakow-ruczaj-ul-kobierzynska.webp
Kraków Stare Miasto,ul. Filarecka,2,31,649000,20935,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-filarecka-2-pokojowe-l2r5o0,https://s2.adresowa.pl/oi/31/65/402528_2931_cover@2x-2-pokojowe-mieszkanie-krakow-stare-miasto-ul-filarecka.webp
Kraków Bieńczyce,os. Kalinowe,2,48,595000,12396,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-kalinowe-2-pokojowe-k5z1w9,https://s2.adresowa.pl/oi/33/40/4024fe_ca4b_cover@2x-2-pokojowe-mieszkanie-krakow-bienczyce-os-kalinowe.webp
Kraków Kliny,ul. Anny Szwed-Śniadowskiej,3,45,769000,17089,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-krakow-kliny-ul-anny-szwed-sniadowskiej-3-pokojowe-b7p6e0,https://s2.adresowa.pl/oi/29/1a/4024da_6a3f_cover@2x-3-pokojowe-mieszkanie-krakow-kliny-ul-anny-szwed-sniadowskiej.webp
Kraków Wzgórza Krzesławickie,os. Na Stoku,2,40,550000,13750,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-os-na-stoku-2-pokojowe-c3e8w9,https://s2.adresowa.pl/oi/71/12/401dae_5b8a_cover@2x-2-pokojowe-mieszkanie-krakow-wzgorza-krzeslawickie-os-na-stoku.webp
Kraków,ul. Mariana Domagały,4,60,750000,12500,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-krakow-ul-mariana-domagaly-4-pokojowe-y5j7n9,https://s2.adresowa.pl/oi/3c/43/4016f4_6b43_cover@2x-4-pokojowe-mieszkanie-krakow-ul-mariana-domagaly.webp
Kraków Podgórze Duchackie,ul. Włoska,3,53,750000,14151,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-wloska-3-pokojowe-w8m4v4,https://s2.adresowa.pl/oi/56/28/4024b2_7445_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-wloska.webp
Kraków Prądnik Czerwony,ul. Ostatnia,1,35,630000,18000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-ostatnia-1-pokoj-r3d2a4,https://s2.adresowa.pl/oi/2f/14/40248a_3d35_cover@2x-1-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-ostatnia.webp
Kraków Grzegórzki,ul. płk. Francesco Nullo,1,36,619000,17194,bez pośredników,,4,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-plk-francesco-nullo-1-pokoj-x4q5e4,https://s2.adresowa.pl/oi/66/22/40242c_3ca1_cover@2x-1-pokojowe-mieszkanie-krakow-grzegorzki-ul-plk-francesco-nullo.webp
Kraków Ruczaj,ul. Zachodnia,1,26,439000,16885,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-zachodnia-1-pokoj-u1c5l7,https://s2.adresowa.pl/oi/3e/3a/40136a_7049_cover@2x-1-pokojowe-mieszkanie-krakow-ruczaj-ul-zachodnia.webp
Kraków,ul. Edwarda Heila,3,59,708000,12000,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-krakow-ul-edwarda-heila-3-pokojowe-s1e2j5,https://s2.adresowa.pl/oi/75/4d/401366_b021_cover@2x-3-pokojowe-mieszkanie-krakow-ul-edwarda-heila.webp
Kraków Bieżanów,ul. Leonida Teligi,3,57,689000,12088,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-leonida-teligi-3-pokojowe-f1b8u7,https://s2.adresowa.pl/oi/37/10/402250_c557_cover@2x-3-pokojowe-mieszkanie-krakow-biezanow-ul-leonida-teligi.webp
