locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Warszawa Ursynów,ul. Meander,2,42,680000,16190,Pośrednik,,3,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-meander-2-pokojowe-p0v1i7,https://s2.adresowa.pl/oi/5d/66/406bea_6c01_cover@2x-2-pokojowe-mieszkanie-warszawa-ursynow-ul-meander.webp
Warszawa Włochy,ul. Radarowa 66,2,41,784350,19130,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-radarowa-2-pokojowe-e2t2x1,https://s2.adresowa.pl/oi/2d/7e/406c9c_c917_cover@2x-2-pokojowe-mieszkanie-warszawa-wlochy-ul-radarowa.webp
Warszawa Targówek,ul. Władysława Syrokomli,3,53,720000,13585,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-wladyslawa-syrokomli-3-pokojowe-q1y4w3,https://s2.adresowa.pl/oi/7d/3d/4066bc_fd37_cover@2x-3-pokojowe-mieszkanie-warszawa-targowek-ul-wladyslawa-syrokomli.webp
Warszawa Praga-Południe,ul. Podskarbińska,2,39,zapytaj,,bez pośredników,,+77 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-podskarbinska-2-pokojowe-m9s5c3,https://s2.adresowa.pl/development/671216/nowe-mieszkania-aleje-praskie-951e_cover.jpg
Warszawa Mokotów,ul. Bokserska,2,50,1030000,20600,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-bokserska-2-pokojowe-k4r5t2,https://s2.adresowa.pl/oi/30/5a/406be6_b5c7_cover@2x-2-pokojowe-mieszkanie-warszawa-mokotow-ul-bokserska.webp
Warszawa Białołęka,ul. Winorośli,3,77,1399000,18169,Pośrednik,,20,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-winorosli-3-pokojowe-j3n9s9,https://s2.adresowa.pl/oi/10/3f/406bc2_9d91_cover@2x-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-winorosli.webp
Warszawa Bielany,ul. Bartosza Głowackiego,2,41,779000,19000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-bartosza-glowackiego-2-pokojowe-w8o7m3,https://s2.adresowa.pl/oi/57/11/406b16_8c72_cover@2x-2-pokojowe-mieszkanie-warszawa-bielany-ul-bartosza-glowackiego.webp
Warszawa Targówek,ul. Zamiejska,3,60,700000,11667,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-zamiejska-3-pokojowe-g2v4t3,https://s2.adresowa.pl/oi/42/18/406aaa_5907_cover@2x-3-pokojowe-mieszkanie-warszawa-targowek-ul-zamiejska.webp
Warszawa Włochy,al. Krakowska,2,38,zapytaj,,bez pośredników,,+10 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-al-krakowska-2-pokojowe-h3f0d4,https://s2.adresowa.pl/development/671222/nowe-mieszkania-krakowska-vita-5b20_cover.jpg
Warszawa Bemowo,ul. Hery,3,68,1249000,18368,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-hery-3-pokojowe-y3v5z2,https://s2.adresowa.pl/oi/70/2c/406bbc_f252_cover@2x-3-pokojowe-mieszkanie-warszawa-bemowo-ul-hery.webp
Warszawa Bemowo,ul. Mieczysława Wolfkego,3,50,845000,16900,Pośrednik,,14,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-mieczyslawa-wolfkego-3-pokojowe-v8m7t3,https://s2.adresowa.pl/oi/10/16/406aba_9c86_cover@2x-3-pokojowe-mieszkanie-warszawa-bemowo-ul-mieczyslawa-wolfkego.webp
Warszawa,Stare Miasto,3,54,1295000,23981,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-warszawa-stare-miasto-3-pokojowe-54-m2-t2u7h0,https://s2.adresowa.pl/oi/51/39/4069b4_62d1_cover@2x-3-pokojowe-mieszkanie-warszawa-stare-miasto.webp
Warszawa Ursus,ul. Skoroszewska,2,43,739000,17186,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-skoroszewska-2-pokojowe-i4d2l1,https://s2.adresowa.pl/oi/76/62/406952_36e2_cover@2x-2-pokojowe-mieszkanie-warszawa-ursus-ul-skoroszewska.webp
Warszawa Bemowo,ul. Podgrodzie,2,53,zapytaj,,bez pośredników,,+28 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-podgrodzie-2-pokojowe-b9g0e1,https://s2.adresowa.pl/development/671978/nowe-mieszkania-viva-cite-1628_cover.jpg
Warszawa Targówek,ul. Palestyńska,4,90,1160000,12889,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-palestynska-4-pokojowe-y1d9g2,https://s2.adresowa.pl/oi/56/15/406ab4_fab7_cover@2x-4-pokojowe-mieszkanie-warszawa-targowek-ul-palestynska.webp
Warszawa Ursynów,ul. Małej Łąki,3,65,1096000,16862,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-malej-laki-3-pokojowe-i0p4y9,https://s2.adresowa.pl/oi/1a/44/406a92_4c04_cover@2x-3-pokojowe-mieszkanie-warszawa-ursynow-ul-malej-laki.webp
Warszawa Ursynów,ul. Lasek Brzozowy,2,53,989000,18660,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-lasek-brzozowy-2-pokojowe-s9t2v6,https://s2.adresowa.pl/oi/2b/37/4068bc_be00_cover@2x-2-pokojowe-mieszkanie-warszawa-ursynow-ul-lasek-brzozowy.webp
Warszawa Ursus,ul. Tomcia Palucha,2,42,680000,16190,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-tomcia-palucha-2-pokojowe-m1l6m9,https://s2.adresowa.pl/oi/35/5b/406844_678c_cover@2x-2-pokojowe-mieszkanie-warszawa-ursus-ul-tomcia-palucha.webp
Warszawa Skorosze,ul. Świętej Rodziny,2,44,zapytaj,,bez pośredników,,+84 podobne oferty,https://adresowo.pl/o/mieszkanie-warszawa-skorosze-ul-swietej-rodziny-2-pokojowe-v1c5j2,https://s2.adresowa.pl/development/673804/nowe-mieszkania-skorosze-vita-4e9_cover.jpg
Warszawa Mokotów,ul. Stefana Bryły,2,42,770000,18333,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-stefana-bryly-2-pokojowe-e2u5g5,https://s2.adresowa.pl/oi/1b/3a/406a90_7e0d_cover@2x-2-pokojowe-mieszkanie-warszawa-mokotow-ul-stefana-bryly.webp
Warszawa Śródmieście,ul. Nowogrodzka 67,3,67,1548000,23104,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-nowogrodzka-3-pokojowe-v9w9j1,https://s2.adresowa.pl/oi/64/71/4069ee_e63b_cover@2x-3-pokojowe-mieszkanie-warszawa-srodmiescie-ul-nowogrodzka.webp
Warszawa Praga-Północ,ul. Ząbkowska,1,26,599000,23038,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-zabkowska-1-pokoj-v0a5f7,https://s2.adresowa.pl/oi/1e/77/40681e_632c_cover@2x-1-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-zabkowska.webp
Warszawa Bielany,ul. Wólczyńska,2,45,828100,18402,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wolczynska-2-pokojowe-a5o4z8,https://s2.adresowa.pl/oi/2f/5b/406818_c033_cover@2x-2-pokojowe-mieszkanie-warszawa-bielany-ul-wolczynska.webp
Warszawa Białołęka,ul. Ruskowy Bród,2,39,zapytaj,,bez pośredników,,+33 podobne oferty,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-ruskowy-brod-2-pokojowe-h9o4t7,https://s2.adresowa.pl/development/672198/nowe-mieszkania-aroniowa-vita-2fe5_cover.jpg
Warszawa Wola,ul. Jana Kazimierza,3,67,1272000,18985,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-kazimierza-3-pokojowe-f8n4m8,https://s2.adresowa.pl/oi/6d/20/4069ce_464e_cover@2x-3-pokojowe-mieszkanie-warszawa-wola-ul-jana-kazimierza.webp
Warszawa Wola,ul. Dzielna,3,48,928530,19344,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-dzielna-3-pokojowe-x6v5p7,https://s2.adresowa.pl/oi/54/4c/4069c8_280d_cover@2x-3-pokojowe-mieszkanie-warszawa-wola-ul-dzielna.webp
Warszawa Praga-Południe,ul. Opinogórska,1,28,420000,15000,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-opinogorska-1-pokoj-y1t4w5,https://s2.adresowa.pl/oi/43/50/40681c_e28b_cover@2x-1-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-opinogorska.webp
Warszawa Praga-Północ,ul. Kijowska,2,35,zapytaj,,bez pośredników,,+34 podobne oferty,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-kijowska-2-pokojowe-r3s3g8,https://s2.adresowa.pl/development/673100/nowe-mieszkania-kijowska-vita-ea74_cover.jpg
Warszawa Bielany,ul. Antoniego Magiera,3,46,615000,13370,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-antoniego-magiera-3-pokojowe-v0w4m9,https://s2.adresowa.pl/oi/6a/40/4069ca_a90d_cover@2x-3-pokojowe-mieszkanie-warszawa-bielany-ul-antoniego-magiera.webp
Warszawa Białołęka,ul. Mirabelki,3,79,1049000,13278,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-mirabelki-3-pokojowe-p2l3a7,https://s2.adresowa.pl/oi/31/5b/4069aa_d4b0_cover@2x-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-mirabelki.webp
Warszawa Ochota,ul. Włodarzewska 57E,2,55,1200000,21818,bez pośredników,,36,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-wlodarzewska-2-pokojowe-p4g4z9,https://s2.adresowa.pl/oi/28/5b/3b53b8_9c3b_cover@2x-2-pokojowe-mieszkanie-warszawa-ochota-ul-wlodarzewska.webp
Warszawa Mokotów,ul. Racławicka,2,44,950000,21591,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-raclawicka-2-pokojowe-s6d8e8,https://s2.adresowa.pl/oi/6b/62/4067dc_81eb_cover@2x-2-pokojowe-mieszkanie-warszawa-mokotow-ul-raclawicka.webp
Warszawa Bielany,ul. Jana Kasprowicza,2,32,620000,19375,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-jana-kasprowicza-2-pokojowe-u8p9f2,https://s2.adresowa.pl/oi/1c/1d/4067d2_2c75_cover@2x-2-pokojowe-mieszkanie-warszawa-bielany-ul-jana-kasprowicza.webp
Warszawa Bemowo,ul. Sochaczewska,2,40,zapytaj,,bez pośredników,,+76 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-sochaczewska-2-pokojowe-a8z4m3,https://s2.adresowa.pl/development/672892/nowe-mieszkania-sochaczewska-vita-c27d_cover.jpg
Warszawa Bielany,ul. Władysława Stanisława Reymonta,2,41,650000,15854,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wladyslawa-stanislawa-reymonta-2-pokojowe-m1k5c8,https://s2.adresowa.pl/oi/3b/66/406992_38c6_cover@2x-2-pokojowe-mieszkanie-warszawa-bielany-ul-wladyslawa-stanislawa-reymonta.webp
Warszawa Praga-Południe,ul. Władysława Umińskiego,3,63,899000,14270,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-wladyslawa-uminskiego-3-pokojowe-l7x4g8,https://s2.adresowa.pl/oi/24/44/4065ea_d35f_cover@2x-3-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-wladyslawa-uminskiego.webp
Warszawa Bielany,ul. Władysława Broniewskiego,3,48,710000,14792,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wladyslawa-broniewskiego-3-pokojowe-o3o8a7,https://s2.adresowa.pl/oi/77/35/4067b4_4f91_cover@2x-3-pokojowe-mieszkanie-warszawa-bielany-ul-wladyslawa-broniewskiego.webp
Warszawa Wola,ul. Górczewska,2,32,675000,21094,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-gorczewska-2-pokojowe-i3g9f2,https://s2.adresowa.pl/oi/6b/44/406724_837d_cover@2x-2-pokojowe-mieszkanie-warszawa-wola-ul-gorczewska.webp
Warszawa Bemowo,ul. Szeligowska,2,41,zapytaj,,bez pośredników,,+42 podobne oferty,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-szeligowska-2-pokojowe-v2x2i2,https://s2.adresowa.pl/development/671976/nowe-mieszkania-m-bemowo-77b6_cover.jpg
Warszawa Wola,ul. Stanisława Worcella 5A,3,69,1600000,23188,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-stanislawa-worcella-3-pokojowe-p6b6l6,https://s2.adresowa.pl/oi/7e/32/406466_348b_cover@2x-3-pokojowe-mieszkanie-warszawa-wola-ul-stanislawa-worcella.webp
Warszawa Rembertów,ul. Admiralska,3,52,589000,11327,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-admiralska-3-pokojowe-j8s9j2,https://s2.adresowa.pl/oi/25/1c/40644e_9a66_cover@2x-3-pokojowe-mieszkanie-warszawa-rembertow-ul-admiralska.webp
Warszawa Praga-Południe,ul. Zagójska,1,23,449000,19522,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-zagojska-1-pokoj-v1j0p9,https://s2.adresowa.pl/oi/69/1e/40666c_c6fd_cover@2x-1-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-zagojska.webp
Warszawa,Praga-Północ,1,29,440000,15172,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-1-pokoj-29-m2-q8t9m3,https://s2.adresowa.pl/oi/68/7b/406660_9771_cover@2x-1-pokojowe-mieszkanie-warszawa-praga-polnoc.webp
Warszawa Białołęka,ul. Głębocka,2,43,zapytaj,,bez pośredników,,+40 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-glebocka-2-pokojowe-z7v4c2,https://s2.adresowa.pl/development/673554/nowe-mieszkania-glebocka-vita-d2cc_cover.jpg
Warszawa Wola,ul. Łucka 18,4,150,3200000,21333,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-lucka-4-pokojowe-f1m2c3,https://s2.adresowa.pl/oi/28/23/40644c_f170_cover@2x-4-pokojowe-mieszkanie-warszawa-wola-ul-lucka.webp
Warszawa Mokotów,ul. Miączyńska 54,3,65,1190000,18308,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-miaczynska-3-pokojowe-o2t3b7,https://s2.adresowa.pl/oi/43/1b/4063c4_6aa9_cover@2x-3-pokojowe-mieszkanie-warszawa-mokotow-ul-miaczynska.webp
Warszawa Śródmieście,ul. Smolna,2,71,2150000,30282,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-smolna-2-pokojowe-z0f2e7,https://s2.adresowa.pl/oi/24/59/40664c_b5db_cover@2x-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-smolna.webp
Warszawa,Chomiczówka,3,54,760000,14074,bez pośredników,,3,https://adresowo.pl/o/mieszkanie-warszawa-chomiczowka-3-pokojowe-54-m2-h0k4q9,https://s2.adresowa.pl/oi/70/5e/4065f8_9333_cover@2x-3-pokojowe-mieszkanie-warszawa-chomiczowka.webp
Warszawa Bemowo,ul. Sochaczewska,3,65,zapytaj,,bez pośredników,,+26 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-sochaczewska-3-pokojowe-i5i9m1,https://s2.adresowa.pl/development/672892/nowe-mieszkania-sochaczewska-vita-c27d_cover.jpg
Warszawa Mokotów,ul. Iwicka,2,49,1130000,23061,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-iwicka-2-pokojowe-h1k4n0,https://s2.adresowa.pl/oi/57/77/4063be_4698_cover@2x-2-pokojowe-mieszkanie-warszawa-mokotow-ul-iwicka.webp
Warszawa Bemowo,ul. Lazurowa 168,3,55,955000,17364,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-lazurowa-3-pokojowe-s7i7m6,https://s2.adresowa.pl/oi/26/59/406368_5ea7_cover@2x-3-pokojowe-mieszkanie-warszawa-bemowo-ul-lazurowa.webp
Warszawa Białołęka,ul. Książkowa,2,40,550000,13750,bez pośredników,,18,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-ksiazkowa-2-pokojowe-y8o0c5,https://s2.adresowa.pl/oi/41/48/40659c_db6d_cover@2x-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-ksiazkowa.webp
Warszawa Mokotów,ul. Bokserska,2,39,815000,20897,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-bokserska-2-pokojowe-x1e2k6,https://s2.adresowa.pl/oi/57/51/40658e_8e0a_cover@2x-2-pokojowe-mieszkanie-warszawa-mokotow-ul-bokserska.webp
Warszawa Białołęka,ul. Ruskowy Bród,3,54,zapytaj,,bez pośredników,,+19 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-ruskowy-brod-3-pokojowe-u5g4o5,https://s2.adresowa.pl/development/672198/nowe-mieszkania-aroniowa-vita-2fe5_cover.jpg
Warszawa Mokotów,ul. Jaszowiecka,2,37,670000,18108,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-jaszowiecka-2-pokojowe-p8l0k0,https://s2.adresowa.pl/oi/26/7f/405ff6_a6b0_cover@2x-2-pokojowe-mieszkanie-warszawa-mokotow-ul-jaszowiecka.webp
Warszawa,ul. Dziatwy,3,61,1330000,21803,Pośrednik,,25,https://adresowo.pl/o/mieszkanie-warszawa-ul-dziatwy-3-pokojowe-a2b1w3,https://s2.adresowa.pl/oi/5c/41/405f94_9308_cover@2x-3-pokojowe-mieszkanie-warszawa-ul-dziatwy.webp
Warszawa Ochota,ul. Baśniowa,2,33,750000,22727,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-basniowa-2-pokojowe-b1a5y7,https://s2.adresowa.pl/oi/66/71/40651c_328a_cover@2x-2-pokojowe-mieszkanie-warszawa-ochota-ul-basniowa.webp
Warszawa Bielany,ul. Sokratesa 13C,2,46,906750,19712,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-sokratesa-2-pokojowe-m9o8i4,https://s2.adresowa.pl/oi/12/64/4064ee_869d_cover@2x-2-pokojowe-mieszkanie-warszawa-bielany-ul-sokratesa.webp
Warszawa Włochy,ul. Trzcinowa,3,55,zapytaj,,bez pośredników,,+49 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-trzcinowa-3-pokojowe-a1h0x7,https://s2.adresowa.pl/development/671574/nowe-mieszkania-trzcinowa-vita-1475_cover.jpg
Warszawa Śródmieście,ul. Wilanowska 5,2,40,979000,24475,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-wilanowska-2-pokojowe-g0o6f4,https://s2.adresowa.pl/oi/37/6b/405e28_c935_cover@2x-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-wilanowska.webp
Warszawa Żoliborz,ul. Przasnyska,2,54,1250000,23148,Pośrednik,,14,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-przasnyska-2-pokojowe-r2i2h1,https://s2.adresowa.pl/oi/62/75/405d7e_9836_cover@2x-2-pokojowe-mieszkanie-warszawa-zoliborz-ul-przasnyska.webp
Warszawa Bielany,ul. Leopolda Staffa,2,40,730000,18250,bez pośredników,,3,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-leopolda-staffa-2-pokojowe-z6z3r2,https://s2.adresowa.pl/oi/3b/5c/4064d6_e2b4_cover@2x-2-pokojowe-mieszkanie-warszawa-bielany-ul-leopolda-staffa.webp
Warszawa Rembertów,ul. Pontonierów,3,78,1250000,16026,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-pontonierow-3-pokojowe-x6t5s8,https://s2.adresowa.pl/oi/61/52/4063c2_c93d_cover@2x-3-pokojowe-mieszkanie-warszawa-rembertow-ul-pontonierow.webp
Warszawa Białołęka,ul. Głębocka,3,72,zapytaj,,bez pośredników,,+22 podobne oferty,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-glebocka-3-pokojowe-j3e3a3,https://s2.adresowa.pl/development/673554/nowe-mieszkania-glebocka-vita-d2cc_cover.jpg
Warszawa Bemowo,ul. Synów Pułku,2,30,449000,14967,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-synow-pulku-2-pokojowe-u4w1j7,https://s2.adresowa.pl/oi/1b/4e/405d74_61a2_cover@2x-2-pokojowe-mieszkanie-warszawa-bemowo-ul-synow-pulku.webp
Warszawa Wola,ul. Karolkowa,2,30,890000,29667,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-karolkowa-2-pokojowe-p3f2a0,https://s2.adresowa.pl/oi/51/6c/405d6a_a239_cover@2x-2-pokojowe-mieszkanie-warszawa-wola-ul-karolkowa.webp
Warszawa Imielin,ul. Benedykta Polaka,3,66,1150000,17424,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-warszawa-imielin-ul-benedykta-polaka-3-pokojowe-j9u2s0,https://s2.adresowa.pl/oi/76/59/4062e8_69ab_cover@2x-3-pokojowe-mieszkanie-warszawa-imielin-ul-benedykta-polaka.webp
Warszawa Ursynów,ul. Polki,2,43,900000,20930,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-polki-2-pokojowe-z5d1j4,https://s2.adresowa.pl/oi/15/61/4061a0_bdf5_cover@2x-2-pokojowe-mieszkanie-warszawa-ursynow-ul-polki.webp
Warszawa Włochy,al. Krakowska,3,63,zapytaj,,bez pośredników,,+12 podobnych ofert,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-al-krakowska-3-pokojowe-m7p4b2,https://s2.adresowa.pl/development/671222/nowe-mieszkania-krakowska-vita-5b20_cover.jpg
Warszawa Wawer,ul. Korkowa,1,29,390000,13448,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-warszawa-wawer-ul-korkowa-1-pokoj-f5l3k4,https://s2.adresowa.pl/oi/77/7f/405d6c_b385_cover@2x-1-pokojowe-mieszkanie-warszawa-wawer-ul-korkowa.webp
Warszawa Bemowo,ul. Lazurowa,2,36,679000,18861,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-lazurowa-2-pokojowe-q6c4a5,https://s2.adresowa.pl/oi/74/1c/405bb4_af2c_cover@2x-2-pokojowe-mieszkanie-warszawa-bemowo-ul-lazurowa.webp
Warszawa Mokotów,ul. Konstancińska,2,38,703000,18500,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-konstancinska-2-pokojowe-f9u4o0,https://s2.adresowa.pl/oi/30/13/40615c_b0d2_cover@2x-2-pokojowe-mieszkanie-warszawa-mokotow-ul-konstancinska.webp
Warszawa Gocław,ul. Stanisława Mikołajczyka,1,35,599000,17114,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-warszawa-goclaw-ul-stanislawa-mikolajczyka-1-pokoj-x9m3x7,https://s2.adresowa.pl/oi/53/4f/40614c_653c_cover@2x-1-pokojowe-mieszkanie-warszawa-goclaw-ul-stanislawa-mikolajczyka.webp
