locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Łódź,ul. Socjalna 11,3,61,409000,6705,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-lodz-ul-socjalna-3-pokojowe-a8m1h9,https://s2.adresowa.pl/oi/54/2a/3d5096_ba9b_cover@2x-3-pokojowe-mieszkanie-lodz-ul-socjalna.webp
Łódź,Widzew,3,62,600500,9685,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-lodz-widzew-3-pokojowe-62-m2-u2p5g9,https://s2.adresowa.pl/oi/47/4c/3d51f6_3004_cover@2x-3-pokojowe-mieszkanie-lodz-widzew.webp
Łódź Górna,ul. Konstantego Ciołkowskiego,3,48,485000,10104,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-konstantego-ciolkowskiego-3-pokojowe-e5t8j0,https://s2.adresowa.pl/oi/2c/3d/3d51e8_9f4e_cover@2x-3-pokojowe-mieszkanie-lodz-gorna-ul-konstantego-ciolkowskiego.webp
Łódź Widzew,ul. Uniwersytecka,1,33,285000,8636,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-uniwersytecka-1-pokoj-r9f8u2,https://s2.adresowa.pl/oi/71/33/3d4e98_78e0_cover@2x-1-pokojowe-mieszkanie-lodz-widzew-ul-uniwersytecka.webp
Łódź,ul. Lubelska 29,3,51,449000,8804,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-lodz-ul-lubelska-3-pokojowe-o2s1a9,https://s2.adresowa.pl/oi/79/5d/3d5094_334c_cover@2x-3-pokojowe-mieszkanie-lodz-ul-lubelska.webp
Łódź,,2,45,305000,6778,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-lodz-2-pokojowe-45-m2-p1y5y1,https://s2.adresowa.pl/oi/47/43/3d4f08_8afe_cover@2x-2-pokojowe-mieszkanie-lodz.webp
Łódź Śródmieście,ul. Składowa,1,43,469000,10907,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-skladowa-1-pokoj-j5r3c3,https://s2.adresowa.pl/oi/3d/35/3d4e40_a2d1_cover@2x-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-skladowa.webp
Łódź,Bałuty,1,21,189000,9000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-1-pokoj-21-m2-n3k4f4,https://s2.adresowa.pl/oi/40/35/3d4e0a_7918_cover@2x-1-pokojowe-mieszkanie-lodz-baluty.webp
Łódź Widzew,ul. Tatrzańska,2,39,389000,9974,bez pośredników,,21,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-tatrzanska-2-pokojowe-t3k4p0,https://s2.adresowa.pl/oi/62/7e/3d4d66_feb1_cover@2x-2-pokojowe-mieszkanie-lodz-widzew-ul-tatrzanska.webp
Łódź Teofilów,ul. Rojna,2,44,308000,7000,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-rojna-2-pokojowe-d6q3g0,https://s2.adresowa.pl/oi/2a/59/3d49ce_be10_cover@2x-2-pokojowe-mieszkanie-lodz-teofilow-ul-rojna.webp
Łódź,Bałuty,2,46,320000,6957,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-lodz-baluty-2-pokojowe-46-m2-b9w4t1,https://s2.adresowa.pl/oi/43/2e/3d4314_a5c8_cover@2x-2-pokojowe-mieszkanie-lodz-baluty.webp
Łódź Bałuty,ul. Antoniego Mackiewicza,1,26,239000,9192,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-antoniego-mackiewicza-1-pokoj-w8z0w7,https://s2.adresowa.pl/oi/1d/7a/3d4afc_3830_cover@2x-1-pokojowe-mieszkanie-lodz-baluty-ul-antoniego-mackiewicza.webp
Łódź Widzew,ul. Zbiorcza,1,33,290000,8788,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-zbiorcza-1-pokoj-c3k6c3,https://s2.adresowa.pl/oi/4c/44/3d4a26_eb5f_cover@2x-1-pokojowe-mieszkanie-lodz-widzew-ul-zbiorcza.webp
Łódź Śródmieście,ul. kpt. Pilota Franciszka Żwirki,1,32,159000,4969,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-kpt-pilota-franciszka-zwirki-1-pokoj-e4i0j4,https://s2.adresowa.pl/oi/6a/43/3d4904_52de_cover@2x-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-kpt-pilota-franciszka-zwirki.webp
Łódź,al. marsz. Edwarda Śmigłego-Rydza 84,2,40,280000,7000,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-lodz-al-marsz-edwarda-smiglego-rydza-2-pokojowe-u3l7g6,https://s2.adresowa.pl/oi/42/56/3d42c0_6492_cover@2x-2-pokojowe-mieszkanie-lodz-al-marsz-edwarda-smiglego-rydza.webp
Łódź Teofilów,ul. Traktorowa,1,25,232000,9280,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-traktorowa-1-pokoj-j4c9p6,https://s2.adresowa.pl/oi/41/4a/3d42ba_e1a8_cover@2x-1-pokojowe-mieszkanie-lodz-teofilow-ul-traktorowa.webp
Łódź Widzew,ul. Stanisława Czernika,1,31,280000,9032,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-stanislawa-czernika-1-pokoj-k1l4h9,https://s2.adresowa.pl/oi/49/40/3d4640_67a4_cover@2x-1-pokojowe-mieszkanie-lodz-widzew-ul-stanislawa-czernika.webp
Łódź Stare Rokicie,ul. Czahary,3,72,699000,9708,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-lodz-stare-rokicie-ul-czahary-3-pokojowe-d6z8l7,https://s2.adresowa.pl/oi/48/13/3d440a_a523_cover@2x-3-pokojowe-mieszkanie-lodz-stare-rokicie-ul-czahary.webp
Łódź Widzew,ul. Mieczysławy Ćwiklińskiej 8,2,51,430000,8431,bez pośredników,,32,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-mieczyslawy-cwiklinskiej-2-pokojowe-r7v3k3,https://s2.adresowa.pl/oi/25/22/3d43ac_7fe5_cover@2x-2-pokojowe-mieszkanie-lodz-widzew-ul-mieczyslawy-cwiklinskiej.webp
Łódź,,2,37,330000,8919,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-lodz-2-pokojowe-37-m2-v4r3b8,https://s2.adresowa.pl/oi/34/1a/3d42b2_e806_cover@2x-2-pokojowe-mieszkanie-lodz.webp
Łódź,ul. gen. Antoniego Jeziorańskiego,5,163,1465000,8988,Pośrednik,,20,https://adresowo.pl/o/mieszkanie-lodz-ul-gen-antoniego-jezioranskiego-5-pokojowe-s4g4d8,https://s2.adresowa.pl/oi/4d/6b/3d38a6_ffb5_cover@2x-5-pokojowe-mieszkanie-lodz-ul-gen-antoniego-jezioranskiego.webp
Łódź Żubardź,ul. Wielkopolska,2,38,358000,9421,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-lodz-zubardz-ul-wielkopolska-2-pokojowe-w9q7h3,https://s2.adresowa.pl/oi/54/16/3d426e_9964_cover@2x-2-pokojowe-mieszkanie-lodz-zubardz-ul-wielkopolska.webp
Łódź Bałuty,ul. Rybna,1,29,270000,9310,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-rybna-1-pokoj-q5q8a1,https://s2.adresowa.pl/oi/16/69/3d422a_a1cb_cover@2x-1-pokojowe-mieszkanie-lodz-baluty-ul-rybna.webp
Łódź Górna,ul. Emilii Sczanieckiej,3,74,645000,8716,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-emilii-sczanieckiej-3-pokojowe-e7v4b0,https://s2.adresowa.pl/oi/7a/34/3d4240_8c4f_cover@2x-3-pokojowe-mieszkanie-lodz-gorna-ul-emilii-sczanieckiej.webp
Łódź,ul. Zachodnia 12A,3,64,450000,7031,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-lodz-ul-zachodnia-3-pokojowe-q1k2k9,https://s2.adresowa.pl/oi/2c/57/3d37ae_5229_cover@2x-3-pokojowe-mieszkanie-lodz-ul-zachodnia.webp
Łódź Radogoszcz,ul. Syrenki,2,50,445000,8900,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-syrenki-2-pokojowe-s2b7f2,https://s2.adresowa.pl/oi/54/55/3d2d82_f39a_cover@2x-2-pokojowe-mieszkanie-lodz-radogoszcz-ul-syrenki.webp
Łódź Julianów,ul. gen. Karola Kniaziewicza,3,67,725000,10821,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-lodz-julianow-ul-gen-karola-kniaziewicza-3-pokojowe-z9t8o4,https://s2.adresowa.pl/oi/43/3a/3d40de_e37f_cover@2x-3-pokojowe-mieszkanie-lodz-julianow-ul-gen-karola-kniaziewicza.webp
Łódź,ul. Piotrkowska,4,87,570000,6552,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-lodz-ul-piotrkowska-4-pokojowe-s3p6s6,https://s2.adresowa.pl/oi/52/28/3d2722_6f33_cover@2x-4-pokojowe-mieszkanie-lodz-ul-piotrkowska.webp
Łódź,ul. ks. bp. Wincentego Tymienieckiego,2,75,1050000,14000,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-lodz-ul-ks-bp-wincentego-tymienieckiego-2-pokojowe-i9l7t8,https://s2.adresowa.pl/oi/51/30/3d270a_cd41_cover@2x-2-pokojowe-mieszkanie-lodz-ul-ks-bp-wincentego-tymienieckiego.webp
Łódź Śródmieście,ul. dr. Seweryna Sterlinga,5,91,569000,6253,bez pośredników,,,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-dr-seweryna-sterlinga-5-pokojowe-i9j9i1,
Łódź Bałuty,ul. Urzędnicza,3,60,752700,12545,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-urzednicza-3-pokojowe-z1s6f4,https://s2.adresowa.pl/oi/2e/25/3d4042_e291_cover@2x-3-pokojowe-mieszkanie-lodz-baluty-ul-urzednicza.webp
Łódź Polesie,ul. Marcina Kasprzaka,2,53,430000,8113,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-marcina-kasprzaka-2-pokojowe-k1m8k6,https://s2.adresowa.pl/oi/3d/26/3d3f58_d3ec_cover@2x-2-pokojowe-mieszkanie-lodz-polesie-ul-marcina-kasprzaka.webp
Łódź,Dąbrowa,1,27,269000,9963,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-1-pokoj-27-m2-v0d1u9,https://s2.adresowa.pl/oi/41/5c/3d3e54_543d_cover@2x-1-pokojowe-mieszkanie-lodz-dabrowa.webp
Łódź Dąbrowa,ul. gen. Jarosława Dąbrowskiego,4,47,375360,7986,Pośrednik,,22,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-gen-jaroslawa-dabrowskiego-4-pokojowe-r2w5p2,https://s2.adresowa.pl/oi/44/51/3d1e24_95e5_cover@2x-4-pokojowe-mieszkanie-lodz-dabrowa-ul-gen-jaroslawa-dabrowskiego.webp
Łódź,ul. Krzemieniecka 16A,2,40,275000,6875,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-lodz-ul-krzemieniecka-2-pokojowe-c4t7t4,https://s2.adresowa.pl/oi/67/2c/3d1e16_77cc_cover@2x-2-pokojowe-mieszkanie-lodz-ul-krzemieniecka.webp
Łódź Nowe Złotno,ul. Podchorążych 49,3,66,870000,13182,bez pośredników,,28,https://adresowo.pl/o/mieszkanie-lodz-nowe-zlotno-ul-podchorazych-3-pokojowe-k9y2z3,https://s2.adresowa.pl/oi/13/46/3d3c80_e342_cover@2x-3-pokojowe-mieszkanie-lodz-nowe-zlotno-ul-podchorazych.webp
Łódź Polesie,ul. Wapienna,2,37,352000,9514,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-wapienna-2-pokojowe-z3s1x1,https://s2.adresowa.pl/oi/69/13/3d3d08_92c0_cover@2x-2-pokojowe-mieszkanie-lodz-polesie-ul-wapienna.webp
Łódź Retkinia,ul. Hubala,3,70,670000,9571,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-hubala-3-pokojowe-u7x5c0,https://s2.adresowa.pl/oi/5d/25/3d3cfc_2ea3_cover@2x-3-pokojowe-mieszkanie-lodz-retkinia-ul-hubala.webp
Łódź,ul. Łęczycka,1,34,210000,6176,Pośrednik,,14,https://adresowo.pl/o/mieszkanie-lodz-ul-leczycka-1-pokoj-l2k3w2,https://s2.adresowa.pl/oi/78/50/3d1444_5de7_cover@2x-1-pokojowe-mieszkanie-lodz-ul-leczycka.webp
Łódź Radogoszcz,ul. Julii,1,34,367360,10805,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-julii-1-pokoj-z6l9m1,https://s2.adresowa.pl/oi/67/71/3d0ca6_664e_cover@2x-1-pokojowe-mieszkanie-lodz-radogoszcz-ul-julii.webp
Łódź Widzew,ul. Juliana Tuwima,3,54,632970,11722,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-juliana-tuwima-3-pokojowe-o5u5l7,https://s2.adresowa.pl/oi/1d/47/3d3cf4_e0b0_cover@2x-3-pokojowe-mieszkanie-lodz-widzew-ul-juliana-tuwima.webp
Łódź Chojny,ul. Kongresowa,3,62,520000,8387,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-kongresowa-3-pokojowe-q0l0l1,https://s2.adresowa.pl/oi/13/54/3d3c72_d5e7_cover@2x-3-pokojowe-mieszkanie-lodz-chojny-ul-kongresowa.webp
Łódź Nowosolna,ul. Lęborska,2,47,450000,9574,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-lodz-nowosolna-ul-leborska-2-pokojowe-w1c8d0,https://s2.adresowa.pl/oi/54/7f/3d3b10_8dea_cover@2x-2-pokojowe-mieszkanie-lodz-nowosolna-ul-leborska.webp
Łódź Teofilów,ul. Tomasza Judyma,2,37,310000,8378,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-tomasza-judyma-2-pokojowe-o0x4y7,https://s2.adresowa.pl/oi/38/55/3d032a_b8df_cover@2x-2-pokojowe-mieszkanie-lodz-teofilow-ul-tomasza-judyma.webp
Łódź,ul. Romanowska,3,86,679000,7895,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-lodz-ul-romanowska-3-pokojowe-z6c7x0,https://s2.adresowa.pl/oi/4e/78/3d00ac_3e81_cover@2x-3-pokojowe-mieszkanie-lodz-ul-romanowska.webp
Łódź Bałuty,ul. Lutomierska,3,54,470000,8704,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lutomierska-3-pokojowe-v8q9q1,https://s2.adresowa.pl/oi/6e/2b/3d3808_96ba_cover@2x-3-pokojowe-mieszkanie-lodz-baluty-ul-lutomierska.webp
Łódź Teofilów,ul. Rąbieńska,3,68,780000,11471,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-rabienska-3-pokojowe-c3h7o2,https://s2.adresowa.pl/oi/76/36/3d37dc_beac_cover@2x-3-pokojowe-mieszkanie-lodz-teofilow-ul-rabienska.webp
Łódź Polesie,ul. Jana Długosza,2,37,255000,6892,bez pośredników,,18,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-jana-dlugosza-2-pokojowe-c6f8t3,https://s2.adresowa.pl/oi/4f/7b/3d3650_a8a1_cover@2x-2-pokojowe-mieszkanie-lodz-polesie-ul-jana-dlugosza.webp
Łódź Widzew,ul. Niciarniana,2,45,329000,7311,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-niciarniana-2-pokojowe-g3r1y3,https://s2.adresowa.pl/oi/42/16/3d0082_8af5_cover@2x-2-pokojowe-mieszkanie-lodz-widzew-ul-niciarniana.webp
Łódź,Chojny,2,51,390000,7647,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-lodz-chojny-2-pokojowe-51-m2-c5j6c8,https://s2.adresowa.pl/oi/78/6a/3d007a_3265_cover@2x-2-pokojowe-mieszkanie-lodz-chojny.webp
Łódź,Górna,3,57,495000,8684,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-lodz-gorna-3-pokojowe-57-m2-p2e3o1,https://s2.adresowa.pl/oi/69/49/3d34b6_5d50_cover@2x-3-pokojowe-mieszkanie-lodz-gorna.webp
Łódź Śródmieście,ul. Jana Kilińskiego,2,72,520000,7222,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-jana-kilinskiego-2-pokojowe-t4n0s2,https://s2.adresowa.pl/oi/3f/2d/3d32d6_4fcf_cover@2x-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-jana-kilinskiego.webp
Łódź Bałuty,ul. Bolesława Limanowskiego,2,43,379000,8814,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-boleslawa-limanowskiego-2-pokojowe-p1p0r5,https://s2.adresowa.pl/oi/32/79/3d3242_e4a9_cover@2x-2-pokojowe-mieszkanie-lodz-baluty-ul-boleslawa-limanowskiego.webp
Łódź Śródmieście,ul. Gdańska,3,75,479000,6387,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gdanska-3-pokojowe-a3o5g4,https://s2.adresowa.pl/oi/30/61/3d0076_33f8_cover@2x-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-gdanska.webp
Łódź Górna,ul. Zbaraska 712,2,36,zapytaj,,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-zbaraska-2-pokojowe-j8y9x8,https://s2.adresowa.pl/oi/47/5f/3d004e_85d8_cover@2x-2-pokojowe-mieszkanie-lodz-gorna-ul-zbaraska.webp
Łódź Zarzew,ul. Tatrzańska,1,27,219000,8111,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-lodz-zarzew-ul-tatrzanska-1-pokoj-r7b9x3,https://s2.adresowa.pl/oi/3a/6a/3d315e_b01f_cover@2x-1-pokojowe-mieszkanie-lodz-zarzew-ul-tatrzanska.webp
Łódź Bałuty,al. Chryzantem,2,59,593010,10051,bez pośredników,,18,https://adresowo.pl/o/mieszkanie-lodz-baluty-al-chryzantem-2-pokojowe-m8m1g3,https://s2.adresowa.pl/oi/10/7a/3d313c_7365_cover@2x-2-pokojowe-mieszkanie-lodz-baluty-al-chryzantem.webp
Łódź Radogoszcz,ul. 11 Listopada,4,63,430000,6825,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-11-listopada-4-pokojowe-o9o1g2,https://s2.adresowa.pl/oi/57/75/3d3104_a5e6_cover@2x-4-pokojowe-mieszkanie-lodz-radogoszcz-ul-11-listopada.webp
Łódź Widzew,al. marsz. Józefa Piłsudskiego,2,51,374000,7333,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-lodz-widzew-al-marsz-jozefa-pilsudskiego-2-pokojowe-r5f3y2,https://s2.adresowa.pl/oi/73/32/3cfb0e_fb42_cover@2x-2-pokojowe-mieszkanie-lodz-widzew-al-marsz-jozefa-pilsudskiego.webp
Łódź,ul. Rojna,2,37,330000,8919,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-lodz-ul-rojna-2-pokojowe-y0m0e3,https://s2.adresowa.pl/oi/4a/29/3cecde_c85c_cover@2x-2-pokojowe-mieszkanie-lodz-ul-rojna.webp
Łódź Bałuty,ul. Łagiewnicka 80/98,2,29,295000,10172,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lagiewnicka-2-pokojowe-w5t7o8,https://s2.adresowa.pl/oi/2a/3b/3d3088_8447_cover@2x-2-pokojowe-mieszkanie-lodz-baluty-ul-lagiewnicka.webp
Łódź Polesie,ul. Walerego Wróblewskiego,2,41,499000,12171,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-walerego-wroblewskiego-2-pokojowe-h3r1i6,https://s2.adresowa.pl/oi/61/26/3d2dec_8984_cover@2x-2-pokojowe-mieszkanie-lodz-polesie-ul-walerego-wroblewskiego.webp
Łódź Widzew,ul. Wodna,2,39,474000,12154,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-wodna-2-pokojowe-l6b7w4,https://s2.adresowa.pl/oi/7a/78/3d15de_7501_cover@2x-2-pokojowe-mieszkanie-lodz-widzew-ul-wodna.webp
Łódź Chojny,ul. Jacka Malczewskiego,2,42,380000,9048,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-jacka-malczewskiego-2-pokojowe-v9h5b2,https://s2.adresowa.pl/oi/56/73/3cea5c_3caf_cover@2x-2-pokojowe-mieszkanie-lodz-chojny-ul-jacka-malczewskiego.webp
Łódź Górna,ul. Stefana Rogozińskiego,3,49,589000,12020,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-stefana-rogozinskiego-3-pokojowe-j7e9r8,https://s2.adresowa.pl/oi/36/7c/3cea44_b0e3_cover@2x-3-pokojowe-mieszkanie-lodz-gorna-ul-stefana-rogozinskiego.webp
Łódź Widzew,ul. Sucha,2,66,710000,10758,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-sucha-2-pokojowe-u9b5v4,https://s2.adresowa.pl/oi/79/11/3d2cb0_4fd8_cover@2x-2-pokojowe-mieszkanie-lodz-widzew-ul-sucha.webp
Łódź Bałuty,ul. Emilii Plater,2,44,320000,7273,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-emilii-plater-2-pokojowe-r9x7f5,https://s2.adresowa.pl/oi/68/42/3d2a7c_a103_cover@2x-2-pokojowe-mieszkanie-lodz-baluty-ul-emilii-plater.webp
Łódź Teofilów,ul. Rojna,2,37,299000,8081,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-rojna-2-pokojowe-o3k0v6,https://s2.adresowa.pl/oi/7b/6f/3d2984_9fbe_cover@2x-2-pokojowe-mieszkanie-lodz-teofilow-ul-rojna.webp
Łódź,Retkinia,2,42,369000,8786,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-lodz-retkinia-2-pokojowe-42-m2-v5x1i0,https://s2.adresowa.pl/oi/1c/4f/3ce896_9592_cover@2x-2-pokojowe-mieszkanie-lodz-retkinia.webp
Łódź Teofilów,ul. Łanowa,1,30,300000,10000,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-lanowa-1-pokoj-j6v8d2,https://s2.adresowa.pl/oi/4e/5d/3ce84c_5414_cover@2x-1-pokojowe-mieszkanie-lodz-teofilow-ul-lanowa.webp
Łódź Górna,ul. Rentowna,2,47,449900,9572,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-rentowna-2-pokojowe-e5h0w0,https://s2.adresowa.pl/oi/66/61/3d284a_4ef9_cover@2x-2-pokojowe-mieszkanie-lodz-gorna-ul-rentowna.webp
Łódź Śródmieście,ul. Tramwajowa,2,52,569000,10942,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-tramwajowa-2-pokojowe-s3v4r6,https://s2.adresowa.pl/oi/31/54/3d27e2_e45c_cover@2x-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-tramwajowa.webp
Łódź,Bałuty,2,45,294000,6533,bez pośredników,,5,https://adresowo.pl/o/mieszkanie-lodz-baluty-2-pokojowe-45-m2-k3x2o3,https://s2.adresowa.pl/oi/50/74/3d265a_dece_cover@2x-2-pokojowe-mieszkanie-lodz-baluty.webp
Łódź Dąbrowa,ul. Władysława Umińskiego,2,45,349000,7756,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-wladyslawa-uminskiego-2-pokojowe-a2b8j8,https://s2.adresowa.pl/oi/67/30/3ce590_db93_cover@2x-2-pokojowe-mieszkanie-lodz-dabrowa-ul-wladyslawa-uminskiego.webp
