locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Warszawa Wola,ul. Esperanto,2,37,599000,16411,Bez pośredników,wczoraj,16,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-esperanto-2-pokojowe-n9s3z1,https://s2.adresowa.pl/oi/40/4e/3a2f6c_5148_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-esperanto.jpg
Warszawa Rembertów,ul. Stanisława Fiszera,2,37,zapytaj o cenę,,Bez pośredników,,3,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-stanislawa-fiszera-2-pokojowe-y2m3a6,https://s2.adresowa.pl/development/672048/nowe-mieszkania-stacja-rembertow-15f7_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Warszawa Śródmieście,al. Jana Pawła II,2,37,649000,17493,Oferta biura nieruchomości,wczoraj,12,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-jana-pawla-ii-2-pokojowe-t8m7p6,https://s2.adresowa.pl/oi/64/34/3a316e_b584_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-al-jana-pawla-ii.jpg
Warszawa Wola,ul. Jana Olbrachta,2,42,579000,13786,Oferta biura nieruchomości,wczoraj,5,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-olbrachta-2-pokojowe-q7t2o0,https://s2.adresowa.pl/oi/2e/21/3a3160_a130_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-jana-olbrachta.jpg
Warszawa Praga-Południe,,2,49,690000,14082,Bez pośredników,wczoraj,11,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-2-pokojowe-49-m2-p4a6p5,https://s2.adresowa.pl/oi/10/5a/3a2f62_f0c2_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie.jpg
Warszawa Białołęka,ul. Kartograficzna,3,43,670000,15567,Bez pośredników,wczoraj,5,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-kartograficzna-3-pokojowe-a1p0z3,https://s2.adresowa.pl/oi/43/4e/3a2f5c_cdf7_cover-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-kartograficzna.jpg
Warszawa Targówek,ul. Oliwska,2,45,zapytaj o cenę,,Bez pośredników,,16,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-oliwska-2-pokojowe-b8c6x1,https://s2.adresowa.pl/development/671224/nowe-mieszkania-oliwska-vita-99e3_cover.jpg
Warszawa Praga,ul. Osowska,2,52,699000,13365,Oferta biura nieruchomości,wczoraj,19,https://adresowo.pl/o/mieszkanie-warszawa-praga-ul-osowska-2-pokojowe-m9b6o5,https://s2.adresowa.pl/oi/2c/1a/3a30ba_d7a3_cover-2-pokojowe-mieszkanie-warszawa-praga-ul-osowska.jpg
Warszawa Białołęka,ul. Skarbka z Gór,4,109,1390000,12729,Oferta biura nieruchomości,wczoraj,14,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-skarbka-z-gor-4-pokojowe-u4l2r6,https://s2.adresowa.pl/oi/29/7e/3a3070_aee3_cover-4-pokojowe-mieszkanie-warszawa-bialoleka-ul-skarbka-z-gor.jpg
Warszawa Ursynów,ul. Rybitwy,4,80,1459000,18169,Bez pośredników,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-rybitwy-4-pokojowe-c9m2n1,https://s2.adresowa.pl/oi/5c/20/399a42_3ff0_cover-4-pokojowe-mieszkanie-warszawa-ursynow-ul-rybitwy.jpg
Warszawa Wola,ul. Krochmalna,2,39,792000,20308,Bez pośredników,wczoraj,16,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-krochmalna-2-pokojowe-c8k9j4,https://s2.adresowa.pl/oi/2b/54/3a2ed4_e939_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-krochmalna.jpg
Warszawa Śródmieście,ul. Senatorska,2,36,694000,19066,Bez pośredników,wczoraj,12,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-senatorska-2-pokojowe-f3w1j1,https://s2.adresowa.pl/oi/38/4d/3a2e2e_a0ce_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-senatorska.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/warszawa/bemowo-g/,
Warszawa Bemowo,ul. Kopalniana,2,38,zapytaj o cenę,,Bez pośredników,,4,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-kopalniana-2-pokojowe-z6p5q1,https://s2.adresowa.pl/development/671976/nowe-mieszkania-m-bemowo-9308_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Warszawa Wilanów,ul. Sarmacka,2,61,1020000,16721,Oferta biura nieruchomości,wczoraj,19,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-sarmacka-2-pokojowe-n5i6v7,https://s2.adresowa.pl/oi/62/3f/3a302e_7ab4_cover-2-pokojowe-mieszkanie-warszawa-wilanow-ul-sarmacka.jpg
Warszawa Wola,ul. Miedziana,3,78,1850000,23672,Oferta biura nieruchomości,wczoraj,27,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-miedziana-3-pokojowe-d0h6i8,https://s2.adresowa.pl/oi/73/4f/3a2ccc_e1b2_cover-3-pokojowe-mieszkanie-warszawa-wola-ul-miedziana.jpg
Warszawa Grochów,,1,30,700000,23333,Bez pośredników,wczoraj,3,https://adresowo.pl/o/mieszkanie-warszawa-grochow-1-pokoj-30-m2-b1d7j4,https://s2.adresowa.pl/oi/45/61/3a2e26_8a8e_cover-1-pokojowe-mieszkanie-warszawa-grochow.jpg
Warszawa Wola,ul. Sztuk Pięknych,3,64,1340000,20905,Bez pośredników,wczoraj,17,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-sztuk-pieknych-3-pokojowe-m3p6c7,https://s2.adresowa.pl/oi/20/24/3a2e2a_8708_cover-3-pokojowe-mieszkanie-warszawa-wola-ul-sztuk-pieknych.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Warszawa Chrzanów,ul. Szeligowska,2,47,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-warszawa-chrzanow-ul-szeligowska-2-pokojowe-m4t7s2,https://s2.adresowa.pl/development/671218/nowe-mieszkania-bemosphere-9d94_cover.jpg
Warszawa Mokotów,ul. Górska,2,52,749000,14404,Oferta biura nieruchomości,wczoraj,15,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-gorska-2-pokojowe-p6f2l1,https://s2.adresowa.pl/oi/13/23/3a2cc0_541a_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-gorska.jpg
Warszawa Bielany,ul. Słodowiec,1,17,355000,20485,Oferta biura nieruchomości,wczoraj,14,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-slodowiec-1-pokoj-j9c8j2,https://s2.adresowa.pl/oi/63/49/3a2c74_9ee5_cover-1-pokojowe-mieszkanie-warszawa-bielany-ul-slodowiec.jpg
Warszawa Mokotów,ul. Czarnomorska,1,31,496000,16000,Bez pośredników,wczoraj,8,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-czarnomorska-1-pokoj-l0j2v5,https://s2.adresowa.pl/oi/38/10/3a2e22_3db5_cover-1-pokojowe-mieszkanie-warszawa-mokotow-ul-czarnomorska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Warszawa Bródno,ul. Krasiczyńska,2,38,600000,15789,Bez pośredników,wczoraj,8,https://adresowo.pl/o/mieszkanie-warszawa-brodno-ul-krasiczynska-2-pokojowe-v0y6n4,https://s2.adresowa.pl/oi/32/5c/3a2e08_8e53_cover-2-pokojowe-mieszkanie-warszawa-brodno-ul-krasiczynska.jpg
Warszawa Praga-Południe,ul. Drwęcka,2,48,zapytaj o cenę,,Bez pośredników,,4,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-drwecka-2-pokojowe-b1h1j1,https://s2.adresowa.pl/development/671982/nowe-mieszkania-neo-praga-1e00_cover.jpg
Warszawa Praga-Południe,ul. Jantarowy Szlak,3,68,860000,12647,Oferta biura nieruchomości,3 dni temu,14,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-jantarowy-szlak-3-pokojowe-b5m2a2,https://s2.adresowa.pl/oi/36/6b/3a2b96_f8db_cover-3-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-jantarowy-szlak.jpg
Warszawa Ursus,ul. Kolorowa,3,51,749000,14572,Oferta biura nieruchomości,3 dni temu,7,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-kolorowa-3-pokojowe-m9m6j2,https://s2.adresowa.pl/oi/30/52/3a2b90_84ed_cover-3-pokojowe-mieszkanie-warszawa-ursus-ul-kolorowa.jpg
Warszawa Targówek,,2,47,752000,16000,Bez pośredników,wczoraj,8,https://adresowo.pl/o/mieszkanie-warszawa-targowek-2-pokojowe-47-m2-t6g8p6,https://s2.adresowa.pl/oi/1e/4a/3a2d3e_87ef_cover-2-pokojowe-mieszkanie-warszawa-targowek.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Warszawa Wilanów,ul. Obornicka,2,61,1399000,22934,Bez pośredników,wczoraj,8,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-obornicka-2-pokojowe-l1a1f1,https://s2.adresowa.pl/oi/42/16/3a2d1a_3c29_cover-2-pokojowe-mieszkanie-warszawa-wilanow-ul-obornicka.jpg
Warszawa Włochy,ul. Trzcinowa,3,55,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-trzcinowa-3-pokojowe-l2o0n8,https://s2.adresowa.pl/development/671574/nowe-mieszkania-trzcinowa-vita-1475_cover.jpg
Warszawa Rembertów,ul. Mieczysława Niedziałkowskiego,4,70,934000,13343,Oferta biura nieruchomości,3 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-mieczyslawa-niedzialkowskiego-4-pokojowe-p2h9a0,https://s2.adresowa.pl/oi/39/56/3a2b92_e562_cover-4-pokojowe-mieszkanie-warszawa-rembertow-ul-mieczyslawa-niedzialkowskiego.jpg
Warszawa Ursynów,ul. Filipiny Płaskowickiej,2,51,910000,17878,Oferta biura nieruchomości,3 dni temu,10,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-filipiny-plaskowickiej-2-pokojowe-w2w1y8,https://s2.adresowa.pl/oi/40/6b/3a2b8e_6bcd_cover-2-pokojowe-mieszkanie-warszawa-ursynow-ul-filipiny-plaskowickiej.jpg
Warszawa Ochota,ul. Grójecka,2,43,740000,17257,Bez pośredników,wczoraj,12,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-grojecka-2-pokojowe-d3b7w5,https://s2.adresowa.pl/oi/65/65/3a2cc8_3fb1_cover-2-pokojowe-mieszkanie-warszawa-ochota-ul-grojecka.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Warszawa Ursus,ul. Stanisława Wojciechowskiego,2,38,510000,13492,Bez pośredników,wczoraj,11,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-stanislawa-wojciechowskiego-2-pokojowe-r3p5f2,https://s2.adresowa.pl/oi/18/5d/3a2c5c_fe5e_cover-2-pokojowe-mieszkanie-warszawa-ursus-ul-stanislawa-wojciechowskiego.jpg
Warszawa Bemowo,ul. Kopalniana,3,55,zapytaj o cenę,,Bez pośredników,,4,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-kopalniana-3-pokojowe-t2f0c8,https://s2.adresowa.pl/development/671976/nowe-mieszkania-m-bemowo-9308_cover.jpg
Warszawa Wola,ul. Jana Kazimierza,3,117,3400000,29055,Oferta biura nieruchomości,3 dni temu,24,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-kazimierza-3-pokojowe-s3e7w2,https://s2.adresowa.pl/oi/7b/71/3a2b84_9f83_cover-3-pokojowe-mieszkanie-warszawa-wola-ul-jana-kazimierza.jpg
Warszawa Bielany,ul. Loteryjki,3,62,829000,13324,Oferta biura nieruchomości,3 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-loteryjki-3-pokojowe-o6g0s4,https://s2.adresowa.pl/oi/72/22/3a2b7a_7b6b_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-loteryjki.jpg
Warszawa Bemowo,ul. Szeligowska,3,60,1080000,18109,Bez pośredników,2 dni temu,21,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-szeligowska-3-pokojowe-m0f8d2,https://s2.adresowa.pl/oi/26/45/3a2c1c_3e18_cover-3-pokojowe-mieszkanie-warszawa-bemowo-ul-szeligowska.jpg
Warszawa Białołęka,ul. Krzyżówki,2,43,665000,15298,Bez pośredników,2 dni temu,7,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-krzyzowki-2-pokojowe-b3y2a0,https://s2.adresowa.pl/oi/53/7d/3a2bde_5117_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-krzyzowki.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Warszawa Targówek,ul. Oliwska,3,53,zapytaj o cenę,,Bez pośredników,,16,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-oliwska-3-pokojowe-u3u9v6,https://s2.adresowa.pl/development/671224/nowe-mieszkania-oliwska-vita-99e3_cover.jpg
Warszawa Wola,ul. Nakielska,3,68,1300000,19217,Oferta biura nieruchomości,3 dni temu,1,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-nakielska-3-pokojowe-i3x7k6,https://s2.adresowa.pl/oi/17/4b/3a2b6e_712f_cover-3-pokojowe-mieszkanie-warszawa-wola-ul-nakielska.jpg
Warszawa Śródmieście,ul. Wspólna,3,62,1900000,30784,Oferta biura nieruchomości,3 dni temu,18,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-wspolna-3-pokojowe-u9b0y2,https://s2.adresowa.pl/oi/5b/3d/3a2a00_c002_cover-3-pokojowe-mieszkanie-warszawa-srodmiescie-ul-wspolna.jpg
Warszawa Bemowo,ul. Powstańców Śląskich,2,58,1180000,20345,Bez pośredników,3 dni temu,15,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-powstancow-slaskich-2-pokojowe-o7o4b5,https://s2.adresowa.pl/oi/45/4a/3a2986_f404_cover-2-pokojowe-mieszkanie-warszawa-bemowo-ul-powstancow-slaskich.jpg
Warszawa Bemowo,ul. gen. Tadeusza Pełczyńskiego,3,69,1362750,19750,Bez pośredników,3 dni temu,17,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-gen-tadeusza-pelczynskiego-3-pokojowe-k4h2y9,https://s2.adresowa.pl/oi/79/3b/3a2972_fcb7_cover-3-pokojowe-mieszkanie-warszawa-bemowo-ul-gen-tadeusza-pelczynskiego.jpg
Warszawa Rembertów,ul. Stanisława Fiszera,3,55,zapytaj o cenę,,Bez pośredników,,3,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-stanislawa-fiszera-3-pokojowe-n7w1d3,https://s2.adresowa.pl/development/672048/nowe-mieszkania-stacja-rembertow-15f7_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Warszawa Targówek,ul. Krasnobrodzka,3,61,735000,12049,Oferta biura nieruchomości,3 dni temu,13,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-krasnobrodzka-3-pokojowe-o3l7w2,https://s2.adresowa.pl/oi/56/50/3a29ae_b926_cover-3-pokojowe-mieszkanie-warszawa-targowek-ul-krasnobrodzka.jpg
Warszawa Ursus,ul. Czarna Droga,2,54,675000,12593,Oferta biura nieruchomości,3 dni temu,3,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-czarna-droga-2-pokojowe-q9i7m6,https://s2.adresowa.pl/oi/63/4d/3a261e_7f5a_cover-2-pokojowe-mieszkanie-warszawa-ursus-ul-czarna-droga.jpg
