locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Katowice Józefowiec,ul. Słoneczna,2,51,449000,8804,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-katowice-jozefowiec-ul-sloneczna-2-pokojowe-m0a6k0,https://s2.adresowa.pl/oi/7f/7e/40a22c_f4ea_cover@2x-2-pokojowe-mieszkanie-katowice-jozefowiec-ul-sloneczna.webp
Katowice Muchowiec,ul. Ignacego Paderewskiego,2,40,588990,14725,bez pośredników,,2,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-ignacego-paderewskiego-2-pokojowe-o6j1j4,https://s2.adresowa.pl/oi/2c/30/40b816_a38a_cover@2x-2-pokojowe-mieszkanie-katowice-muchowiec-ul-ignacego-paderewskiego.webp
Katowice Koszutka,ul. Brzozowa,2,47,335000,7128,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-brzozowa-2-pokojowe-s4g3w8,https://s2.adresowa.pl/oi/3e/1d/40b0d8_649b_cover@2x-2-pokojowe-mieszkanie-katowice-koszutka-ul-brzozowa.webp
Katowice Dąb,ul. Bracka,3,58,zapytaj,,bez pośredników,,+34 podobne oferty,https://adresowo.pl/o/mieszkanie-katowice-dab-ul-bracka-3-pokojowe-w1c2p6,https://s2.adresowa.pl/development/674270/nowe-mieszkania-bracka-vita-2a85_cover.jpg
Katowice Janów,ul. Braci Woźniaków,3,57,350000,6140,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-katowice-janow-ul-braci-wozniakow-3-pokojowe-y5j0m2,https://s2.adresowa.pl/oi/18/11/40941c_6e28_cover@2x-3-pokojowe-mieszkanie-katowice-janow-ul-braci-wozniakow.webp
Katowice,ul. Juliusza Słowackiego,1,28,320000,11429,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-katowice-ul-juliusza-slowackiego-1-pokoj-u5u0e3,https://s2.adresowa.pl/oi/41/31/408d58_f530_cover@2x-1-pokojowe-mieszkanie-katowice-ul-juliusza-slowackiego.webp
Katowice,Załęże,2,65,470000,7231,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-zaleze-2-pokojowe-65-m2-f8v9c4,https://s2.adresowa.pl/oi/6b/12/40af14_cb0b_cover@2x-2-pokojowe-mieszkanie-katowice-zaleze.webp
Katowice Ligota,ul. Gdańska,2,49,370000,7551,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-gdanska-2-pokojowe-h4a2i0,https://s2.adresowa.pl/oi/3b/5f/40adda_27fb_cover@2x-2-pokojowe-mieszkanie-katowice-ligota-ul-gdanska.webp
Katowice Brynów,ul. Ceglana,3,53,zapytaj,,bez pośredników,,+31 podobnych ofert,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-ceglana-3-pokojowe-v5s7y4,https://s2.adresowa.pl/development/561699/nowe-mieszkania-ceglana-park-911c_cover.jpg
Katowice,ul. Sokolska,2,44,499000,11341,Pośrednik,,4,https://adresowo.pl/o/mieszkanie-katowice-ul-sokolska-2-pokojowe-s1d2c2,https://s2.adresowa.pl/oi/65/19/408bc8_99f9_cover@2x-2-pokojowe-mieszkanie-katowice-ul-sokolska.webp
Katowice,Śródmieście,2,35,399999,11429,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-2-pokojowe-35-m2-g7v6e9,https://s2.adresowa.pl/oi/61/25/406e96_4302_cover@2x-2-pokojowe-mieszkanie-katowice-srodmiescie.webp
Katowice Piotrowice,ul. Szewska,3,63,565000,8968,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-szewska-3-pokojowe-n0h7c2,https://s2.adresowa.pl/oi/5a/16/40ad8a_66ad_cover@2x-3-pokojowe-mieszkanie-katowice-piotrowice-ul-szewska.webp
Katowice Muchowiec,ul. gen. Władysława Sikorskiego,2,43,477000,11093,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-gen-wladyslawa-sikorskiego-2-pokojowe-k3i2p6,https://s2.adresowa.pl/oi/15/74/40aca6_e54b_cover@2x-2-pokojowe-mieszkanie-katowice-muchowiec-ul-gen-wladyslawa-sikorskiego.webp
Katowice Brynów,ul. Ceglana,1,33,zapytaj,,bez pośredników,,+1 podobna oferta,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-ceglana-1-pokoj-f6f9t9,https://s2.adresowa.pl/development/561699/nowe-mieszkania-ceglana-park-911c_cover.jpg
Katowice,ul. Starowiejska 2,2,34,395000,11618,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-katowice-ul-starowiejska-2-pokojowe-o6d3f7,https://s2.adresowa.pl/oi/73/38/406be8_bf89_cover@2x-2-pokojowe-mieszkanie-katowice-ul-starowiejska.webp
Katowice Śródmieście,ul. ks. bp. Stanisława Adamskiego,1,36,299000,8306,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-ks-bp-stanislawa-adamskiego-1-pokoj-d2w6i3,https://s2.adresowa.pl/oi/1e/50/40611a_6c41_cover@2x-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-ks-bp-stanislawa-adamskiego.webp
Katowice Śródmieście,ul. Zabrska,1,36,880000,24444,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-zabrska-1-pokoj-g6d3q5,https://s2.adresowa.pl/oi/5f/33/40ab72_4804_cover@2x-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-zabrska.webp
Katowice,Piotrowice,3,47,349000,7426,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-3-pokojowe-47-m2-x5l2h9,https://s2.adresowa.pl/oi/1a/17/40a99c_e217_cover@2x-3-pokojowe-mieszkanie-katowice-piotrowice.webp
Katowice Dąb,ul. Bracka,4,93,zapytaj,,bez pośredników,,+10 podobnych ofert,https://adresowo.pl/o/mieszkanie-katowice-dab-ul-bracka-4-pokojowe-l5l3s3,https://s2.adresowa.pl/development/674270/nowe-mieszkania-bracka-vita-2a85_cover.jpg
Katowice Bogucice,ul. ks. Franciszka Ścigały,3,52,465000,8942,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-ks-franciszka-scigaly-3-pokojowe-h5a9w6,https://s2.adresowa.pl/oi/24/7b/4037d2_af16_cover@2x-3-pokojowe-mieszkanie-katowice-bogucice-ul-ks-franciszka-scigaly.webp
Katowice Zadole,ul. Zadole,3,55,499000,9073,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-katowice-zadole-ul-zadole-3-pokojowe-r6e9n2,https://s2.adresowa.pl/oi/27/71/4015ba_f593_cover@2x-3-pokojowe-mieszkanie-katowice-zadole-ul-zadole.webp
Katowice Kostuchna,ul. Bażantów,2,68,820000,12059,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-katowice-kostuchna-ul-bazantow-2-pokojowe-m8e5n1,https://s2.adresowa.pl/oi/36/78/40a6a4_496e_cover@2x-2-pokojowe-mieszkanie-katowice-kostuchna-ul-bazantow.webp
Katowice os. Tysiąclecia,ul. Tysiąclecia,3,58,585000,10086,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia-3-pokojowe-u2o1v5,https://s2.adresowa.pl/oi/4d/31/40a55a_7638_cover@2x-3-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia.webp
Katowice Brynów,ul. Ceglana,4,97,zapytaj,,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-ceglana-4-pokojowe-e9k0i4,https://s2.adresowa.pl/development/561699/nowe-mieszkania-ceglana-park-911c_cover.jpg
Katowice Józefowiec,ul. Józefowska,3,63,599000,9508,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-katowice-jozefowiec-ul-jozefowska-3-pokojowe-o0g8d3,https://s2.adresowa.pl/oi/36/7c/401564_fec9_cover@2x-3-pokojowe-mieszkanie-katowice-jozefowiec-ul-jozefowska.webp
Katowice Ochojec,ul. Marcina Radockiego,2,56,375000,6696,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-katowice-ochojec-ul-marcina-radockiego-2-pokojowe-w2l5q5,https://s2.adresowa.pl/oi/58/41/400758_81c6_cover@2x-2-pokojowe-mieszkanie-katowice-ochojec-ul-marcina-radockiego.webp
Katowice Śródmieście,ul. Zabrska,1,36,685000,19028,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-zabrska-1-pokoj-z0l1w9,https://s2.adresowa.pl/oi/7b/36/409af4_a22b_cover@2x-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-zabrska.webp
Katowice Dąb,ul. Bracka,5,110,zapytaj,,bez pośredników,,+7 podobnych ofert,https://adresowo.pl/o/mieszkanie-katowice-dab-ul-bracka-5-pokojowe-f3d3g1,https://s2.adresowa.pl/development/674270/nowe-mieszkania-bracka-vita-2a85_cover.jpg
Katowice Giszowiec,ul. Mysłowicka,3,51,370000,7255,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-myslowicka-3-pokojowe-s8d4l8,https://s2.adresowa.pl/oi/56/31/400632_ece4_cover@2x-3-pokojowe-mieszkanie-katowice-giszowiec-ul-myslowicka.webp
Katowice Śródmieście,ul. Warszawska 66,2,38,426140,11214,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-warszawska-2-pokojowe-f3c3s4,https://s2.adresowa.pl/oi/2d/43/40010a_e53a_cover@2x-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-warszawska.webp
Katowice Śródmieście,ul. Barbary,2,45,320000,7111,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-barbary-2-pokojowe-a7l5j1,https://s2.adresowa.pl/oi/36/2f/324a66_d2f7_cover@2x-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-barbary.webp
Katowice Wełnowiec,ul. Słoneczna,2,52,500000,9615,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-sloneczna-2-pokojowe-k5s2v7,https://s2.adresowa.pl/oi/58/7b/409a7a_4006_cover@2x-2-pokojowe-mieszkanie-katowice-welnowiec-ul-sloneczna.webp
Katowice Wełnowiec,ul. Jana Dekerta,2,50,358000,7160,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-jana-dekerta-2-pokojowe-r7q9c7,https://s2.adresowa.pl/oi/48/4d/409a40_c06c_cover@2x-2-pokojowe-mieszkanie-katowice-welnowiec-ul-jana-dekerta.webp
Katowice,Ligota,2,38,320000,8421,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-ligota-2-pokojowe-38-m2-c6c0v5,https://s2.adresowa.pl/oi/2e/3a/4099ce_6b7b_cover@2x-2-pokojowe-mieszkanie-katowice-ligota.webp
Katowice Szopienice,ul. Morawa,1,29,249000,8586,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-morawa-1-pokoj-f4n9n2,https://s2.adresowa.pl/oi/64/31/3ff43c_f70f_cover@2x-1-pokojowe-mieszkanie-katowice-szopienice-ul-morawa.webp
Katowice,Nikiszowiec,3,58,524477,9043,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-katowice-nikiszowiec-3-pokojowe-58-m2-l0x1d7,https://s2.adresowa.pl/oi/4f/27/3ff150_8b6c_cover@2x-3-pokojowe-mieszkanie-katowice-nikiszowiec.webp
Katowice Ochojec,ul. Ziołowa,1,35,320000,9143,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-ochojec-ul-ziolowa-1-pokoj-c8m0h5,https://s2.adresowa.pl/oi/53/67/40980a_3c55_cover@2x-1-pokojowe-mieszkanie-katowice-ochojec-ul-ziolowa.webp
Katowice Muchowiec,ul. gen. Kazimierza Pułaskiego,4,70,1249000,17843,bez pośredników,,21,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-gen-kazimierza-pulaskiego-4-pokojowe-d3n0d1,https://s2.adresowa.pl/oi/5e/5e/4097e0_8c14_cover@2x-4-pokojowe-mieszkanie-katowice-muchowiec-ul-gen-kazimierza-pulaskiego.webp
Katowice Ligota,ul. Józefa Płochy,3,56,419000,7482,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-jozefa-plochy-3-pokojowe-z4j4n5,https://s2.adresowa.pl/oi/2e/39/409244_bcbb_cover@2x-3-pokojowe-mieszkanie-katowice-ligota-ul-jozefa-plochy.webp
Katowice,Śródmieście,3,64,1107400,17303,Pośrednik,,7,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-3-pokojowe-64-m2-o7j2j8,https://s2.adresowa.pl/oi/21/22/3ff148_9176_cover@2x-3-pokojowe-mieszkanie-katowice-srodmiescie.webp
Katowice,Nikiszowiec,2,39,398412,10216,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-katowice-nikiszowiec-2-pokojowe-39-m2-z5j3j1,https://s2.adresowa.pl/oi/2a/57/3ff146_7d7a_cover@2x-2-pokojowe-mieszkanie-katowice-nikiszowiec.webp
Katowice os. Tysiąclecia,ul. Bolesława Chrobrego,4,72,620000,8611,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-boleslawa-chrobrego-4-pokojowe-h3h4y7,https://s2.adresowa.pl/oi/5e/2f/408f28_f4a6_cover@2x-4-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-boleslawa-chrobrego.webp
Katowice Ligota,ul. Koszalińska,1,38,320000,8421,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-koszalinska-1-pokoj-v3z3q6,https://s2.adresowa.pl/oi/7a/4b/408d66_3046_cover@2x-1-pokojowe-mieszkanie-katowice-ligota-ul-koszalinska.webp
Katowice os. Witosa,ul. Piotra Bardowskiego,3,56,850000,15179,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-katowice-os-witosa-ul-piotra-bardowskiego-3-pokojowe-f4i0g2,https://s2.adresowa.pl/oi/10/7c/408b34_5847_cover@2x-3-pokojowe-mieszkanie-katowice-os-witosa-ul-piotra-bardowskiego.webp
Katowice,ul. Odrowążów 1,2,65,519000,7985,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-katowice-ul-odrowazow-2-pokojowe-z6z2g3,https://s2.adresowa.pl/oi/23/30/3ff13e_7571_cover@2x-2-pokojowe-mieszkanie-katowice-ul-odrowazow.webp
Katowice,Śródmieście,2,37,663184,17924,Pośrednik,,4,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-2-pokojowe-37-m2-v6f2o8,https://s2.adresowa.pl/oi/70/6e/3ff12e_820a_cover@2x-2-pokojowe-mieszkanie-katowice-srodmiescie.webp
Katowice Bogucice,ul. Henryka Mikołaja Góreckiego,3,55,1115000,20273,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-henryka-mikolaja-goreckiego-3-pokojowe-s3l9m2,https://s2.adresowa.pl/oi/5c/70/408b60_9ae3_cover@2x-3-pokojowe-mieszkanie-katowice-bogucice-ul-henryka-mikolaja-goreckiego.webp
Katowice Ligota,ul. Zielonogórska,2,34,415000,12206,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-zielonogorska-2-pokojowe-s8d0n7,https://s2.adresowa.pl/oi/1c/25/408852_604c_cover@2x-2-pokojowe-mieszkanie-katowice-ligota-ul-zielonogorska.webp
Katowice,ul. Pijarska,2,48,589000,12271,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-ul-pijarska-2-pokojowe-e2o5i1,https://s2.adresowa.pl/oi/1b/36/4085b8_3d7a_cover@2x-2-pokojowe-mieszkanie-katowice-ul-pijarska.webp
Katowice,Śródmieście,4,73,1092170,14961,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-4-pokojowe-73-m2-c3l6x6,https://s2.adresowa.pl/oi/63/68/3ff12a_3f14_cover@2x-4-pokojowe-mieszkanie-katowice-srodmiescie.webp
Katowice,ul. Wita Stwosza,3,50,584242,11685,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-katowice-ul-wita-stwosza-3-pokojowe-o9a0m5,https://s2.adresowa.pl/oi/30/64/3fd57a_437b_cover@2x-3-pokojowe-mieszkanie-katowice-ul-wita-stwosza.webp
Katowice Szopienice,ul. gen. Józefa Hallera,2,25,258500,10340,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-gen-jozefa-hallera-2-pokojowe-l9u8g0,https://s2.adresowa.pl/oi/65/52/40828e_3a5a_cover@2x-2-pokojowe-mieszkanie-katowice-szopienice-ul-gen-jozefa-hallera.webp
Katowice Szopienice,ul. Przedwiośnie,2,47,385000,8191,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-przedwiosnie-2-pokojowe-q1u5k0,https://s2.adresowa.pl/oi/74/76/407d26_d57a_cover@2x-2-pokojowe-mieszkanie-katowice-szopienice-ul-przedwiosnie.webp
Katowice Koszutka,ul. Zabrska,2,50,850000,17000,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-zabrska-2-pokojowe-g9q7o7,https://s2.adresowa.pl/oi/2d/53/407d06_d253_cover@2x-2-pokojowe-mieszkanie-katowice-koszutka-ul-zabrska.webp
Katowice,ul. Wita Stwosza,1,46,526763,11451,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-katowice-ul-wita-stwosza-1-pokoj-w6p7c2,https://s2.adresowa.pl/oi/26/35/3fd572_bc0e_cover@2x-1-pokojowe-mieszkanie-katowice-ul-wita-stwosza.webp
Katowice Dąbrówka Mała,ul. Józefa Grzegorzka,4,72,360000,5000,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-katowice-dabrowka-mala-ul-jozefa-grzegorzka-4-pokojowe-p3u8z4,https://s2.adresowa.pl/oi/39/44/3fc1b8_5de1_cover@2x-4-pokojowe-mieszkanie-katowice-dabrowka-mala-ul-jozefa-grzegorzka.webp
Katowice Zawodzie,ul. Racławicka,2,46,299000,6500,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-ul-raclawicka-2-pokojowe-b7o1f6,https://s2.adresowa.pl/oi/49/33/407b08_48da_cover@2x-2-pokojowe-mieszkanie-katowice-zawodzie-ul-raclawicka.webp
Katowice,Piotrowice,4,69,800000,11594,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-4-pokojowe-69-m2-v6h1p5,https://s2.adresowa.pl/oi/1e/3d/4078dc_73d1_cover@2x-4-pokojowe-mieszkanie-katowice-piotrowice.webp
Katowice Kostuchna,ul. Czeremchowa,2,46,599000,13022,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-katowice-kostuchna-ul-czeremchowa-2-pokojowe-p6y6t9,https://s2.adresowa.pl/oi/11/72/407844_92a8_cover@2x-2-pokojowe-mieszkanie-katowice-kostuchna-ul-czeremchowa.webp
Katowice os. Tysiąclecia,pl. Bolesława Chrobrego,3,60,489000,8150,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-pl-boleslawa-chrobrego-3-pokojowe-o5g3k8,https://s2.adresowa.pl/oi/3f/32/3fbb4a_2840_cover@2x-3-pokojowe-mieszkanie-katowice-os-tysiaclecia-pl-boleslawa-chrobrego.webp
Katowice Brynów,ul. Władysława Orkana,2,50,565000,11300,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-wladyslawa-orkana-2-pokojowe-a4t8s9,https://s2.adresowa.pl/oi/11/4f/3fb824_cf44_cover@2x-2-pokojowe-mieszkanie-katowice-brynow-ul-wladyslawa-orkana.webp
Katowice Szopienice,ul. Wiosny Ludów,2,34,305000,8971,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-wiosny-ludow-2-pokojowe-f2s0i5,https://s2.adresowa.pl/oi/2b/1b/407680_f166_cover@2x-2-pokojowe-mieszkanie-katowice-szopienice-ul-wiosny-ludow.webp
Katowice Giszowiec,ul. Wojciecha,2,43,370000,8605,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-wojciecha-2-pokojowe-o1d1g3,https://s2.adresowa.pl/oi/26/68/4075f8_52e7_cover@2x-2-pokojowe-mieszkanie-katowice-giszowiec-ul-wojciecha.webp
Katowice Wełnowiec,ul. Józefowska,3,62,629000,10145,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-jozefowska-3-pokojowe-g4b5w5,https://s2.adresowa.pl/oi/7b/6f/40756e_9ffe_cover@2x-3-pokojowe-mieszkanie-katowice-welnowiec-ul-jozefowska.webp
Katowice Bogucice,ul. Jerzego Dudy-Gracza 2,2,30,338360,11279,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-jerzego-dudy-gracza-2-pokojowe-s6c7z8,https://s2.adresowa.pl/oi/3a/2a/3fb65e_f061_cover@2x-2-pokojowe-mieszkanie-katowice-bogucice-ul-jerzego-dudy-gracza.webp
Katowice Śródmieście,ul. Teatralna 17,2,38,206000,5421,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-teatralna-2-pokojowe-o4b5f1,https://s2.adresowa.pl/oi/35/5b/3fae20_6aea_cover@2x-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-teatralna.webp
Katowice Brynów,ul. Wincentego Pola,3,58,475000,8190,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-wincentego-pola-3-pokojowe-r5q2p4,https://s2.adresowa.pl/oi/40/3d/407330_b22c_cover@2x-3-pokojowe-mieszkanie-katowice-brynow-ul-wincentego-pola.webp
Katowice os. Tysiąclecia,ul. Tysiąclecia,1,29,275000,9483,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia-1-pokoj-h0s4f3,https://s2.adresowa.pl/oi/35/66/40732e_543a_cover@2x-1-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia.webp
Katowice Giszowiec,ul. Adama,2,51,335000,6569,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-adama-2-pokojowe-f4t4b7,https://s2.adresowa.pl/oi/5d/2e/4071de_58d3_cover@2x-2-pokojowe-mieszkanie-katowice-giszowiec-ul-adama.webp
Katowice,Koszutka,2,39,449000,11513,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-katowice-koszutka-2-pokojowe-39-m2-z4f1w3,https://s2.adresowa.pl/oi/3e/7a/3f8c30_a889_cover@2x-2-pokojowe-mieszkanie-katowice-koszutka.webp
Katowice,ul. Olimpijska,2,54,999000,18500,Pośrednik,,12,https://adresowo.pl/o/mieszkanie-katowice-ul-olimpijska-2-pokojowe-z6g6y0,https://s2.adresowa.pl/oi/6b/7f/3f7658_a780_cover@2x-2-pokojowe-mieszkanie-katowice-ul-olimpijska.webp
Katowice Brynów,ul. Wróbli,5,116,1325000,11422,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-wrobli-5-pokojowe-t9g4w0,https://s2.adresowa.pl/oi/3e/46/406aa6_3803_cover@2x-5-pokojowe-mieszkanie-katowice-brynow-ul-wrobli.webp
Katowice Śródmieście,al. Wojciecha Korfantego,3,46,335000,7283,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego-3-pokojowe-d5s1z1,https://s2.adresowa.pl/oi/6a/7b/40672c_b19b_cover@2x-3-pokojowe-mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego.webp
Katowice Wełnowiec,ul. Bytkowska,2,46,592800,12887,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-bytkowska-2-pokojowe-n1y7p0,https://s2.adresowa.pl/oi/2d/53/406766_73e4_cover@2x-2-pokojowe-mieszkanie-katowice-welnowiec-ul-bytkowska.webp
Katowice Śródmieście,ul. Warszawska 67,2,47,499000,10617,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-warszawska-2-pokojowe-n9r7e1,https://s2.adresowa.pl/oi/1d/6e/3f254c_6f21_cover@2x-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-warszawska.webp
